Content,Platform,Title,Rating
"Unlike the not even very good but senslesly entertaining brangelina movie this is a seriously interesting and multi layered series with good to great acting of the main and suporting (Ron Pearlman) cast.The series unlike the movie is set around two spies working together set up as a newly wed couple by the same company.Told chronologically each episode unfolds a new layer of relationship between John and Jane Smith while starting their new career as spies and life as married couple that doesn't know or loves each other in the beginning.Like in his former series ""atlanta"" Donald Glover finds ways to mix serious topics and meaningful dialoges with comedic and funny moments in a mezmerizing way.",IMDB,Its a glorious re-invention rather than a remake,7.0
"I like the premise of the show, to highlight relationship issues, that naturally occur, especially in a marriage within the setting of two partnered assassins. It's very clever, and it's captivating. I just wished the entire time that the female lead would be slightly more likeable because I have a hard time empathizing with her because she's so incredibly annoying. Maybe that is the point, but I feel like the show could've been elevated by having a slightly more likeable female lead.It was because of that that I initially stopped watching, and then gave it another go because like I mentioned, I really liked the premise and I really like Danny Glover but I just cannot stand that woman. It's very hard to keep watching because of her but I'll continue watching regardless because I'm keen to see how it ends.",IMDB,Good show except for the female lead,9.0
"One of the best series I've watched. Nothing like I anticipated based on the movie by the same name with Pitt and Jolie. These two are not in the same league.Writing is excellent. Dialogue is natural, smart and funny as heck. The characters have surprising personalities, brilliantly done. It's immersive. Acting is flawless.It's classy and very touching. It's deeper than you would expect. It's fun and it's tragic. It made me laugh from my heart and got me teared up from the same place. It's quirky for sure.For me it's more than anything else a study into a relationship. An exploration of honesty and loyalty between two very different individuals. We should offer truth serum therapy for all couples to turn around this epidemic of broken hearts.",IMDB,The truth,7.0
"It was good, but I think you can squize everything in 7 episodes. Delete the endless discussions in all the episodes and the talks. They don't stop talking endless useless talking. We get it, they have marital issues.It was good, but I think you can squize everything in 7 episodes. Delete the endless discussions in all the episodes and the talks. They don't stop talking endless useless talking. We get it, they have marital issues.It was good, but I think you can squize everything in 7 episodes. Delete the endless discussions in all the episodes and the talks. They don't stop talking endless useless talking. We get it, they have marital issues.",IMDB,"Less talk, more action",2.0
"What a swing and a WILD miss. This is not comedy, it's barley even interesting. I don't even know how to review this totally hollow, and poorly written take on an otherwise great story.They don't give you enough backstory to keep you engaged, or give you any reason to care at all about the lead characters.There's no charm, no feeling, no laugher, nothing that makes this interesting.After suffering through two episodes, I can't be bothered to continue.Maybe had Eiza Gonzalez been the lead (and not killed in the first two minutes) I'd have stayed interested. But the casting was terrible.What a horrible way to start a series.",IMDB,Comedy??,8.0
"I went into the series with a blank slate, never having watched the Brangelina version. I immediately got onboard with the premise, two strangers recruited and thrown together as operatives for a murky espionage company. The question was, what tone would it it strike? Would it be serious? Comedic? It soon became clear that focus wasn't really the spy missions; those were simply the backdrop for what was the heart of the series, the feelings that Jane and John Smith were developing for each other.For me the chemistry between John and Jane was off-the-charts good. The writing was smart and insightful, and both characters quite endearing. Even if their missions could be somewhat cartoonish, with a slew of dead bodies in the their wake, the emotional content of the show was always real and authentic. Indeed, in the later episodes, the intensity of their feelings was sometimes shocking.I don't know if this season was a one off, or if there will be further seasons of Mr. And Mrs. Smith. For reasons that can't be discussed here, any subsequent episodes would have a different storyline than that of season one.Suffice it to say, I thoroughly enjoyed the series, and would recommend it.",IMDB,Surprisingly compelling,7.0
"I really thought this show was a lot like the movies, although it's more about the relationship and more of a comedy. The biggest similarities were probably the psychiatrist episode, obvi the murder attempts one one another, the character traits, Jane as uptight/ controlling, John as funny/ social, their agency turning on them, a neighbor with an agenda. I enjoyed the show more than the movies because it was more playful and artistic, ofc the show is newer and more relatable to the younger crowd (music, jokes etc) I liked that we got to know the smiths more in depth in the show, however I liked the movie as well. The two are different, but still very alike. The biggest differences is that the new Jane and John knew what they got into and went on missions together (putting a strain on the relationship) and the old Mr&Mrs had no idea who they had married and sort of had a reverse effect (trying to kill one another first, then going together) The new Jane and John only stopped trying to kill one another after the truth serum, but before that they were set up to think they tried to kill one another.Very good show and very funny, however I won't even get in on the ending. Season 2? Spoiler: Jane had one bullet, three were fired. They probably died, or did they survive ?I don't know.",IMDB,The similarities,1.0
"Watched one hour of the first episode - suffered through it is a better description. Incomprehensible because so much is not explained. Some sort of super secret spy agency is signing these two up for really cool incomprehensible missions to do really mysterious stuff running around New Yawk City. Why anyone would want to suffer wandering around New York is beyond me. Anyway, the very brief action sequences are punctuated by long, slow, boring sequences where the two look at each other and make irritatingly stupid small talk, or sometimes stare at each other and say nothing. James Bond type action and thrills this is definitely NOT. This is the video equivalent of the fatal radio mistake known as ""dead air."" The one hour show could have been edited down to about 15 minutes.",IMDB,"Incomprehensible, slow, stupid",9.0
"Ahhhh! I loved it! Both Glover's and Erskine's characters are so awkward and I love it! It felt intimate and yet cold and I completely get it! Once my guy told me, I can't tell of you like me or not! 😂 Of course I liked him! I see how John really loved love and having a family and there's a slight inkling of that in Jane. She is safe in her profession by having temporary encounters and no real intimacy. She's the queen of compartmentalizing! I feel that so much! But when you have a guy like John he brings out the girl in you! I could have. Used some more action and spy activity! But really overall I loved it!",IMDB,Quirky & funny,6.0
"Forgot I watched this a while back. Feel like it is more for fans of the Smith series than fellow Donald Glover fans.Don't get me wrong, he's solid in this....and there are guest drop-ins a plenty. I guess it's nice to see him operating with a huge budget. I don't think he booked this to get a series of location vacations, instead I think he did it for a chance to work with Maya Erskine. He even cops a move from her *outstanding* Pen15 series, and Donald has his real mom in a sweet role.As ""Kiss Kiss Bang Bang"" features go, it has its moments. Ron Perlman as an aged proto-child for the Smiths was fun. Hard not to love Parker Posey, but wasn't crazy about her cross between GI Jane and a Stepford Wife.I assume Glover is creative even at a fast-food drive thru. So there are enough morsels here to satisfy a craving. Not sure I felt the onscreen chemistry between his and Maya's characters (compare the laughter in their promo interviews vs the laughter between them in the shows).I don't think the movie is a comment on online dating, but I kind of wish it were. And I definitely hope it is not a comment on the budget that the ""Deep State"" has.I *do* think it is an homage to the Smith Franchise, just not one I was jonesing for.",IMDB,Best if you're Jonesing for the Smith franchise...,9.0
Too many are watching this as if it is a comedy. This is a realistic scenario of strangers trying to get to know each other to make their jobs work. The perspective work in this is amazing. Every character is well thought out with what realistic personalities they cane have. Funny things occur because of this-but it isn't because it's trying to be funny. It just happens to be some potentially funny moments. This is psychological drama with spy thriller elements. I wouldn't rate this high as a comedy because it isn't a comedy. I was excited when I watched this how much better this was than I expected. The dialogue is always solid.,IMDB,"Not a Comedy; neo surrealism, realism",7.0
"Comedy and Action -- I love this genre so much! I love Donald Glover acting. I do not believe Maya Erskine acting. I think Maya Erskine is a good actress but she is total miscast for this series. Maybe it is writing, Maya Erskine plays a disgusting person. So I do not believe, under-pressure-John-Smith can figure out her good sides.The episode 'S1. E6 Couples Therapy' and to the end of the season -- the show becomes boring. It is too much about feelings now.But I have watched the whole first season, so it is well made, well shot and for the most part well-acted.I admire some plot setups to develop them in future seasons.",IMDB,Good start and then falling down,10.0
"Love this! I'm on episode 2 and think it's kind of fascinating. An invisible organization picks B teamers to fulfill dangerous missions posing and living as a married couple. What would it be like if you were one of those misfits?And as killers, how would two people relate to one another having to spend many hours together while getting to know each other? During missions and between them. They are figuring out how to be operatives. They aren't overskilled double Os. They are bumping up against the same relationship tropes we all have but they are warped by the context.And is that what the organization is doing? Are they experimenting this way on purpose or have they found a way to get a set of expendable agents?",IMDB,intrepid,7.0
"Having just watched the first two episodes I decided to see what the fine people of imdb had to say. First of all, the two leads are naturally awkward with each other as anyone normal person would be finding themselves suddenly married to a stranger. Their clumsiness with ""tradecraft"" would also fit if the audience makes the leap that the characters may not be experienced agents/assassins but, rather, people who the ""real"" agencies have rejected. I can't understand why some people seem to need inferred plot points signposted. The initial plot is slow to start but shows signs of picking up. Overall, two episodes deep and it shows real promise, will update after finishing entire season.Moving on to the plethora of negative reviews, don't be discouraged. Are you really going to be swayed by a review that states they could write better but make several basic spelling errors? Or a review from someone watching a show based on a film about married assassins taking issue with both sex scenes and violence? Really??The race swap wasn't an issue with me, but seems to have upset people, apparently seeing different coloured people on TV must trigger them? Weird.",IMDB,Two episodes in,6.0
"No character development, no actual storyline, no build up of suspense, utterly predictable. I had to stop halfway through episode 2, for fear of falling asleep.What were they thinking at Amazon? I know it is not supposed to be actually related to the movie, but apparently somebody counted on people making that connection, so you brought this on yourselves.If only it were a bit like the movie, which had a lot humour besides action, but this is like a trainwreck. It is neither funny nor is there a lot of action, and there is not even the tiniest bit of suspense. After they delivered the cake in episode 1, I was actually counting down to the explosion.",IMDB,In one word: boring...,1.0
"I don't know where to start. I had no expectations on this show but to see great acting & a great script. I love how they started the show! It set the tone for the rest of the show with hidden meanings behind each scene & zoom ins. I was also shocked to see a lot of familiar actors/actresses in the show!I love the dynamic between the two. I felt the naturally awkward interactions at first to the ""oh this is a relationship now"" lol. They showed how two different people from two different backgrounds can interact and become a couple. Showing them trying to mesh on their first mission to them actually becoming a couple was enjoyable to watch!I love Donald Glover's character and how it's not forced or stereotyped! I also love Maya Erskine's character with her witty professional sarcasm!I HIGHLY RECOMMEND.",IMDB,REFRESHINGLY GREAT! I HIGHLY RECOMMEND!,10.0
"I actually liked it until I didn't! Then I wished I hadn't sat and watched the whole thing just to have a terrible ending. I really thought they might be the ones who got away!Good acting, dragged a little in a few places with odd assignments sometimes but interesting to watch. Nice touch with a guy who loved his mother, even if his mother didn't accomplish much when she was on screen. FL really was a sociopath in my book, liked him.much better than her, she was hard, stiff, and cold most of the time then she would be a raving lunatic!I should have given it a lower rating but felt sorry for them...",IMDB,I liked it until I didn't,7.0
"I made it a half hour into the first episode and had more than I could handle. The writers and director should have been fired. In the first few minutes, someone was shot through the cheek and out the other cheek, then dies from an injury that would never kill anyone. Another character comes walking straight into gunfire, then continues to blast an armored door over and over, while the opponent's leg and foot are clearly visible under that door. Then on a stakeout we are subjected to a lengthy inane conversation that is more than just boring, it repeats, over and over. The forementioned writers and director had no idea how to develop a character without resorting to endless exposition and redundancy. That first 30 minutes could easily have been trimmed down to 10. I won't be revisiting this carnage.",IMDB,Mr. & Mrs. Smith -- Codename: Stinker,1.0
"Unsurprisingly, the average viewer is eating this excellent drama according to what they expected and wanted rather than what is on offer. Make no mistake, if you want to waste your time comparing this show to its movie counterpart, you're on a hiding to nowhere. Previous to watching it, I had made my mind up to skip it purely because I saw no point in retreading the same path that the movie had trodden. It was only when I began to watch It that I realised that the show's makers had reached the same conclusion. Mr & Mrs Smith works precisely because it's nothing like the movie.The beauty of this show is the relationship between Donald Glover's John and Maya Erskine's Jane. The dialogue is smart and witty and the whole thing is utterly believable. Sure, there isn't a lot of fun play and if that's what you need you'll have to look elsewhere. My advice is enjoy it for she it is and stop moaning about what it isn't.",IMDB,As usual the great unwashed are clueless...,8.0
"I was absolutely loving this until the therapy episode. The conflict and drama between them felt very manufactured compared to what came before. It seemed like it was suddenly trying to cater to the movie when it wasn't trapped by it before. Very disappointing because the tonal shift completely destroys everything that was previously established. It was funny, played very over the top, and then all of a sudden it wasn't funny anymore, it was serious, straightforward, and it seems like all the development we saw these two go through is wiped away. I still hope we get a second season so they can make up for their mistakes here, because it was absolutely excellent until the knee jerk turn in another direction. Acting was great, writing was great, cameos were so good. It was so disappointing to see it all tossed away in favor of something that didn't work.",IMDB,Very very good until it's not,7.0
One of the most brilliantly written series I've ever seen. I had a nervous breakdown reading all the bad reviews. A bunch of people who don't know anything about cinema are giving the show a much lower rating than it deserves. Why don't you go watch Jason Statham movies or something! Most of the comments complained that the casting is bad. Come on! The lead actors and all those amazing guest stars give you the best quality moments you've ever seen. Don't you even feel a bit ungrateful? I really can't understand it. I guess Gen Z is doing all these bad comments. I can't find any other explanation for this.,IMDB,People who don't understand cinema should not be allowed to comment!,10.0
"This series was... fine. The first episode was great! I was surprised but enjoyed seeing a different take on this idea than the movie. However, as the series progressed, it fell short. There was some action, but I wouldn't call it an action movie. There were a couple laugh-out-loud moments, but it's not really a comedy. If anything, it was a drama, but not a great one.While this show has its moments, I felt like it was poorly cast, the pacing was erratic, and the characters wavered back and forth between enjoyable and annoying. The action sequences often felt forced and I wasn't convinced that the characters had any actual ability and just felt like actors.I wouldn't watch another season and I wouldn't watch it again.",IMDB,"Not action, not comedy, maybe a drama?",6.0
"The meaningless criticism talking about how slow it is is definitely the type that likes black adam. The 2005 film is 2 hours of pure nothingness, with spy scenes thrown in randomly and without any development, is that what you liked? Lol. The series follows missions of BEGINNERS and their relationship, the film also developed the relationship more than action scenes which were only about 4 in a 2 hour film about spies. By the way, does anyone know the meaning of ''spies'' lol. There is a script, dialogue, humor and good acting, but idiots who don't have what they want think it's bad. Just people who want to pay themselves as critics.",IMDB,bad reviews,8.0
"Went in thinking it would be an action series.Not that there is no action, but most of the plot and the time is spent on the relationship between the two main characters.So, it is more of a rom com where the main protagonists happened to be agents for an unnamed spy organization.A lot of dialog and discussions of feelings and emotions, therefore my comparison with a Woody Allen movie. And they are based in New York.Wasn't what I was expecting, still, it grows on you and grab your interest. The actors are very good in selling it. You want to see what happens to the couple. You will recognize couples you know and discussions you have heard.It does maintain your interest to the end. So I would say I liked it. It's original, well done and entertaining.",IMDB,What a James Bond written and directed by Woody Allen would be like,7.0
"Great premise for a show that had so much potential. It is bad. It is boring. Its just all talk from people you dont want to hear talk.Unfortunately they made the two main characters so unlikeable, you cannot invest in their story. I found myself rooting for them to fail as they are just abhorrent. Glover tries, Erskine falls flat. She's honestly horrible. If anyone's getting nominated for an award in this series, it's the cat. To be fair, the blame falls mostly on the writers. The jokes are flat, there's no storyline and the acting is amateur.1 out of 10. If it was scored out of 100, it'd still only get 1. Everyone involved should hang their heads in shame.",IMDB,Troll 2 deserves an Oscar compared to this.,1.0
"I was drawn to the series just based off the cast and have never seen the original, so needless to say, I went in blind. Let me say, I was pleasantly surprised. I've really only seen Maya and Donald in their comedy forward roles (P3N15 and Community), so I really didn't know what to expect from them in a thriller. I expected their well-known comedic energy to make their way in, and it did, but their natural chemistry is really what made this series for me. My overall thoughts is this series really was an overall well balanced, dramatic, edge-of-your-seat thriller with well timed comedic relief. I look forward to seeing them both in roles like this in the future.",IMDB,Solid Watch,8.0
It was fabtastic for the first five or six episodes - it was going great but then the last few episodes completely went off track and made 8 or 9 review a 6. Totally dissatisfied by last couple of episodesThat's my opinionIt was fabtastic for the first five or six episodes - it was going great but then the last few episodes completely went off track and made 8 or 9 review a 6. Totally dissatisfied by last couple of episodesIt was fabtastic for the first five or six episodes - it was going great but then the last few episodes completely went off track and made 8 or 9 review a 6. Totally dissatisfied by last couple of episodes.,IMDB,Lost track in the end,6.0
"I've watched four episodes so far, but I'm not going to watch anymore! The Mr and Mrs Smith movie with Brad and Angelia was okay, nothing great but it kept you interested, this isn't like that.I like Donald glover as an actor and I really thought he would be great in this! I haven't seen the female lead in anything, that I can remember. Now, before I comment I see 10/10 and 9/10? What did you watch? There is no way it's that high. So, the acting by Donald is average at best and by the female lead it was flat. As a couple they had no chemistry. The writing is terrible, it really lets the actors down and that may explain why their is no realistic tension between these two.But don't worry! The rest of the cast is the same. The production values are average. Were Amazon looking to score viewers because of the racial aspect?Anyway, I was bored and never believed that these two were a couple or wanted to be one.",IMDB,What did I just watch!,1.0
"There are a lot people review bombing this show. Its one thing to not like it which is understandable. But its another thing to just run a targeted hate campaign on a show which seems to be happening here. Most of the negative reviews are ones and they barely offer any real criticism besides blank terms such as bad acting or worst script I've ever seen and etc...This show is very good guys and its honestly better then the movie. This show has more depth and the acting is exceptional espically Maya Eskrine's. This show is good deep dive into a complicated relationship and while the spy elements aren't the strongest, they are still good. I would say for y'all to check it out at least before reading these reviews of dumb fanboys of the original movie.",IMDB,"Great show, don't listen to the haters.",10.0
"I really wanted to like this series, and episodes 1-5 were good fun. Unfortunately, from ep6, you are treated to them just arguing an awful lot, which gets really boring, really quickly.Also, the story is very much jumping around, you have no concept of time passing, lots of flashbacks to missions they've done (and largely bungled) but we've not seen yet. Their story also has lots of gaps, and it's jarring.Putting the morality to one side, they seem sociopathic and completely unlikeable. Their first ever mission together should've at least given them pause but nah, we live in a cool house now and are making mad money!Finally, again, we have a taste of ""Man- dumb, woman- really good at everything"", which is really tired. He even has asthma apparently and can't run for long??I can overlook the unlikeable characters if the episodes are engaging, but 6-8 really aren't. Won't be watching S2 if there is one.",IMDB,"Episodes 1-5 are great, 6-8 oh dear",7.0
"Such shallow reviewers. If you want to watch a Tom Cruise action movie or something with Jason Statham go watch that. This isn't it. And it's okay.Yes it's a little slow, but the characters have great chemistry, the jokes land, the dialogue is fresh and relatable. Not everything needs a hot white male lead and an overly attractive pucker lipped female (like the 2 characters in the pilot) fighting crime unrealistically. THAT's boring. Why? We've seen it before. Sometimes you want to see what it looks like when two normal people fall into this type of lifestyle and have to work through it. That's what makes this show pretty entertaining. It's not supposed to be the Mr and Mrs Smith you ""know."" Forget that and watch it for what it is. Also remember, Brad and Angelina's characters were at the end of their marriage. This John and Jane are at the beginning of their marriage, just having met. So the build up of their relationship is part of what makes it interesting and fun to watch. The show is great because the characters are relatable.",IMDB,This isn't Brad and Angelina. Get over it.,8.0
"Starts off promising with a violent shoot out and the assassination of Alexander Skarsgard and Eliza Gonzalez (a former Mr & Mrs Smith).Don't expect a spy & espionage procedural series. New recruits Jane Smith (Maya Erskine) and John Smith (Donald Glover) are set up as a married couple in a luxury double brownstone in NYC complete with wine cellar, panic room and of course, weapons.It takes a couple of episodes for the chemistry to build between this couple and viewers will have to suffer through slow dialogue, amateur spy craft, tourette like dialogue in stressful situations and a lot of bumbling. Almost gave up watching after the second episode but it does get better. Over time, the Smith's spy craft improves and each episode's guest stars make it more watchable: John Turturro, Billy Campbell, Parker Posey, Ron Perlman, Sarah Paulson, Paul Dano, etc...In the first episode, we learn John is a dishonorably discharged Marine with about $300+ in the bank while Jane tried to get into the CIA but failed. SPOILER: By the end of the first episode, a package they deliver turns out to be a bomb that kills 9 people, mostly innocent caterers in the heart of NYC. In the 2nd episode, they make a pact to keep doing this work until they build a tidy nest egg. They lack a moral compass and they're naive. Even teens who join a street gang know once you're in, you're in for life and there are consequences for failures but not these two.If you make it to the last episode, all is explained plus a cliff hanger that hopefully renews them for a second season. SPOILER: Max, Jane's cat, is killed.",IMDB,Awkward and slow initially but gets better,6.0
"Another commentator here reminded me of that movie and he was kind of right. It's less like the movie with Brangelina and does not even try to be it.Short: it's about intimacy between two people.They could have put the plot everywhere, but they chose to confuse the people and make some fun of it if people are able to open their eyes and ignore what they expected.Nonetheless: I like Donald Glover and it just takes some adjustment to find him and his message in the surreal plot.The surreal story around reminded me of the feeling seeing Severance, Cowboy Bebop and others.Whatever: Just watch it and ignore the title and anything You associate with it. No sense to read what people try to interpret in it.I watched it in two evenings and it was worth it.",IMDB,"War of the roses 2.0, but with Donald Glover ;) like it or leave it",8.0
"When you are using the same name of a spy thriller, action movie featuring two extremely good looking and high chemistry actors, you better bring it. I felt like this version did not bring it. Instead, they focused on the relationship building aspect. This isn't to say it's not interesting, but I found myself skipping some long drawn out dialogue parts just to get to the next thing.There are some notable plot holes and a few goofs but nothing extraordinary (Goof: While texting her boss, she types ""due"" in her phone only to see ""do"" on the screen, indicating she wasn't actually texting anyone). They also gain crazy skills out of nowhere, and AFAIK there's no indication just how long they are together - the sense of time passage is missing. Maybe that's my fault for forwarding some dialogue.While Mr and Mrs Smith starring Jolie and Pitt was amazing and did feature some couples therapy, there doesn't really feel like enough of a connection here. Mr and Mrs Smith in the movie was predicated on the notion that the spies were unaware that the marriage wasn't real and that the other was a spy. It was Spy vs Spy. In this series, both know they are not really married, but it feels like they fell in bed together right away and right away they are acting like they are married, even at home. While both actors seem more than capable of pulling this off, Jane is too broken emotionally and John is too vanilla for either of them to be more than caricatures of one person's imagination. Neither has anything interesting about them, they are bland people, and the entire series seems to be about their AI boss matchmaking.",IMDB,A Rose by Any Other Name,6.0
"Couldn't make it through the first episode without fast forwarding. Sooooo slooow. Main characters have no chemistry. The main characters spy craft skills were terrible, no obfuscation skills whatsoever. They stuck out like sore thumbs. Their interactions were flat at best and painfully not humorous. I could not get to the end fast enough to end this unfortunate poorly done prime show. Very disappointing, I had high hopes to watch a well made fun series from prime, I guess it's not to be. Unlike other viewers, I will not make it past the first episode. Just too painful to watch. No way to recover that wasted 45 minutes of my life.",IMDB,Soooo Sloooow. No chemistry,1.0
"Much like Barry or Killing Eve, this show takes the run-of-the-mill action drama and makes a dark comedy character story. The 2005 Mr and Mrs Smith suggested a war of the roses type comedy action about love, marriage and partnership. This show actually goes the distance in doing that. Hats off to Sloane and Glover. It's genuine, hilarious even in the darkest moments (Sarah Paulson was killing me lol), and has some seriously beautiful moments about partnership. Even the action sequences are full of unexpected and incredibly tense spy moments. That being said I can see where people looking for a John Wick action thriller might be confused. Nothing wrong with that, but this series will mean a lot more when you think back. If you loved Beef, The American or some of the shows I mentioned before, then you'll definitely enjoy Mr and Mrs Smith. Hope to see a season 2!",IMDB,So much more than a reboot,10.0
"An interesting show. Slow at times, fast at others. Good story line, funny, sad, touching, that rooftop wasn't that high, etc. When max was killed, i thought they'd use their hate for Hihi to attempt to destroy him in season 2 and then reconcile and resume their place in season 3. This way it would have kept us on the edge of our seat with the last episode as a cliffhanger: why there so many shots as she only had one bullet? Clearly she failed. Nope. One season with this John and Jane. Sad really. Now I'm not too keen on watching another season, if there's one, knowing that the new couple will not pass the season.",IMDB,Why kill them?,6.0
"Why does rubbish like this get made ? Was there actually a script or did they get told""You know what,just make it up as you go"" Certainly seems like it. Characters,if I can call them that,with no connection,no charisma and just don't seem as if they know what is coming next (cue nervous laughter) How anybody can rate this higher than one (and that's generous by far) I don't know. The first two minutes were promising , then lo and behold, decent actors get killed off (I bet they're glad) and we're left with this total drivel. I would normally watch until the end but this is far too painful to sit through. Life is too short to waste on this utter nonsense. Please,please don't make a second season !!",IMDB,Why ?,1.0
"With an outstanding cast delivering top-notch performances, this show shines with its crisp writing and captivating soundtrack. It respects the audience's intelligence, diverging from its namesake movie-earning it accolades. Fans of series like Patriot and Slow Horses will find much to admire in its nuanced storytelling. However, those in search of relentless, high-speed action might want to look elsewhere. Its unique blend of character depth, plot intricacy, and subtle humor sets it apart, making it a standout choice for discerning viewers seeking quality entertainment. Enhanced by visually stunning cinematography, it's a feast for both the mind and the eyes.",IMDB,Grounds the concept into a much more enjoyable show. Happily suprised.,9.0
"As long as there is not an expectation of feasibility, it's an enjoyable series to watch. The acting and chemistry of the two Smiths' (Glover and Erskine) make up for the unlikeliness of the stories in each episode. I feel the writers could have toned down the wild west gun slinging which would have improved the series without loosing the impact of the storylines and original humor. The settings are akin to James Bond which I guess is pretty much mandatory in a series like this. Some reviewers did not like the frequent slow pace but I like to think it helped build up to the climaxes and gave time to highlight the interactions between the two protagonists.",IMDB,Fun even if improbable,7.0
"Contrary to what most reviewers on here say, I found this series really enjoyable and, yes, also funny. This isn't all out, fast paced action and it isn't a run of the mill spy spoof. The pacing is slow, sometimes maybe a little too slow, but it delivers a complex, somewhat believable and at times hilarious relationship dynamic. The relationship between the two main characters is what this show is all about and Glover and Erskine both deliver outstanding performances. The emotions, especially laughter and joy, feel incredibly real.I was not a 100% convinced by some of the action sequences, especially in earlier episodes. I felt some of the directorial choices were a bit odd in those. For example, early on in episode one there is a shootout on a porch, in which someone pirouettes into cover behind a pole that is barely broad enough to cover a quarter of their back or so. Little choices like that, sometimes add up to it feeling like action might not be the forte of everyone who directed an episode of this show.That being said, I thought the the arc of the series as a troublesome marriage dynamic delivered some absolutely hilarious moments. The way the show's episodes are based on episodes of the relationship (such as ""should we have kids?"" or couple's counselling), with the addition of an absurd spy life twist, is thoroughly enjoyable. The episode featuring Ron Perlmann in particular is some of the funniest TV I have seen this year.",IMDB,"With complex relationship at the heart of it, the appeal is largely down to fantastic acting by Glover and Erskine",8.0
"John and Jane Smith, in this rendition of the concept, are not your usual spy movie characters. They aren't glamorous, quasi-omniscient, or even particularly competent. So far so boring. And yet, these very contradictions were enough to interest me. Early on, we learn (but John doesn't) that Jane was rejected for a job at the CIA. Both of their motives are murky for applying the job that turns them into Mr and Mrs Smith. Why are they there? Why were these utterly ordinary, not very likeable, people picked for this job? The nature of their employer is unclear. Is he/she/it good? Bad? Just messing with them?There is some humor in the concept, although I'm not sure about the execution. Jane and John (but particularly Jane) have a very bland, mundane way of interacting with each other, as if they are not spies in a high stakes job at all, but just office coworkers trying to get through the workday without awkward interactions. Indeed, at one point, Jane watches a clip that appears to be from the reality show ""Naked and Afraid"", and that's when it struck me that the rhythm of the characters' discussions was like contestants on a reality show. Just ordinary people, stuck in an awkward situation, created by their own (somewhat questionable) choices.I think the main problem with the show isn't the acting. It takes skill to be as dry and closed off as Jane is; I think the actress actually does a nice job here . Meanwhile, John is emotionally open enough that I felt like there was some decent conflict and contrast between them. For me, the problem was the pacing. It really was just too slow. I think this comes from the characters. The characters have a mission to do and we don't see them prepping for their mission at all. Even not-very-competent spies should realize, once they've caused on explosion, that they really should be working out some game plans, maybe a few visual signals, have some discussions about how to mitigate risk, who will carry the serum, etcetera. Instead they talk about bagels. It might be important character development that we are being shown these people are too stupid to prep for their mission. But, I would rather watch them just prep for their mission, otherwise why am I watching a spy show?I'm not completely uninterested in these characters. There's a scene in an early episode where Jane interacts with a neighbor. It's got some good mystery-building in it, but what I liked was that we saw Jane through someone else's eyes. I can't relate to Jane, or John, from inside their own perspectives. They aren't likeable enough. But I liked the idea that you could have these neighbors, they live in a nice house, they seem to work normal jobs, but you're pretty sure the woman lied to you when she said she didn't have a cat. You don't understand how they live in such a nice apartment, in an upscale area, for what their jobs are. They seem like very cold and untalkative people. You and your wife (or husband) joke that maybe their regular jobs are just a cover. Maybe they're actually professional hitmen. You laugh together as you sip your coffees. Then you shiver a bit and wonder if it would be better to sell up and move somewhere that's not near to them.",IMDB,Slow but has potential,6.0
Hihi. I'm calling this light satire. What I like is the lengthy quite natural dialogue about their relationship. Detailed chat but not forced or laboured or action driven about real topics like decision making and loyalty and caring. The light action is fitting for the good humour. The other very pleasing aspect is the exciting locations. The guest appearances are a delight. Donald is believable but his co-star is terrific. What do we say about men and women thrown together and fallng for each other? The same thing as spies needing to have super powers. I am sick of the intense scheduled exaggerated action shows. This show makes mock of those tired concoctions with gentle mockery.,IMDB,Confusing but Good.,8.0
"Nooooo!!!! I'm so upset!!! They killed Max!!!The series is slow moving....need more missions and such. I'm not a fan of the actress playing the lead. She is so ....BLAH. Wish Maria Bello was playing her again (she and Scott Bakula played the previous series...years back)
Also it's somewhat choppy and you miss chunks of a mission that you feel shouldve been shown. I also feel that the writer couldn't decide if they were to be serious or bumbling comedians. Feels like British writers wrote and produced this.This could've been done better.I did really like Parker Posey in here.I will admit the last episode was the best of all of them. It's like they saved it all for the last episode. And if course there would be a cliffhanger.",IMDB,Spoiler Alert,7.0
"This show is just plainly insufferable, it uses all the ""current day"" tropes in the most obvious way imaginable. It's not a show, it's a current day tropes vehicle.I have to admit that I couldn't make past the first 20 minutes of the first episode but I ended up skipping forward: someone made a boom boom and they run to hide and have more pointless, teenage-like conversations and reminisce like emo-teens.The male lead has been emasculated. She is an obvious girl-boss (copyrighted idea by Disney Corp and Co).The dialogue is vapid, just as their interactions, and everything else.Usually I would think that the camera work, the costumes, the music, CGI saved the day. Enough is enough with this kind of mediocre sub production vehicle for current day tropes ans political correctness. The only difference with other series is the amount of money poured in this production.I can't stand the slow piano and violins playing anymore.It's garbage, and that's an objective statement.",IMDB,Insufferable,1.0
"This is not a remake of the movie, but takes the same broad premise and takes it somewhere really interesting. Donald Glover and Maya Erksine are great in the leads, and there are so many wonderful actors making guest appearances (most of whom get killed off). Love the scenes with Sarah Paulson as their therapist. And love that Donald Glover's actual mother plays his mother in the show. Yes, it is violent, but also funny, and then surprisingly sweet and insightful about the real work of relationships and marriage. Also lots of great New York location settings. Can't wait for the next season now!",IMDB,Love the show!,10.0
