"Title","Content","Rating"
"outstanding drama - exquisite tv show","Before watching it I was kind of sceptical about this, because I thought it would be boring, but I was totally wrong.This was an outstanding drama about the monarchy and although they can't know for sure that things happened exactly how they portrayeded them we know this drama is based on history.The script follows the history most of the times, excepting their conversations and sometimes the problems of the monarchy. (they made assumptions).The first season was my favourite. The actors were great and had amazing performances. What I really liked about this season is that they showed us an idea of how the queen was at the beginning. They also show us that Elizabeth and Phillip had marriage problems, however, their love was stronger.Throughout the series you can see how the years passed and how the things changed, but the monarchy was still there.I'm waiting for the final season !",10
"So great","Love this show and so authentic right down to the characters outfits. A lovely walk through the historical drama that is the British royalty.Each season brings new actors and actresses and they are all fantastic. The series begins with an inside look at the early reign of the queen, who ascended the throne at age 25 after the death of her father, King George VI. As the decades pass, personal intrigues, romances, and political rivalries are revealed that played a big role in events that shaped the later years of the 20th century.Just love this show and can't wait to see what they have in store for next season.",10
"Season 4","Olivia Colman continues to show why she is an amazing actress. I wasn't too sure about her choice for Queen Elizabeth II, following the viewing of Season 3. However she has changed my opinion with this Season 4 performance. The storyline between Charles and Diana is superbly written. The main criticism I have is the performance of Gillian Anderson, which is a shame as she is an exceptional actress. Her portrayal of one the most important female political figures of the last century, Mrs Thatcher, is quite frankly poor. It is almost caricature of the ""Iron Lady"". Her mannerisms are exaggerated far too much, and the less said about her voice the better. But overall I really enjoyed the Season, and cannot wait till 2022, for Season 5, which of course will bring new actors to the roles.......",9
"Love it!","Binged watched all of the series. Each and every episode I learnt something new about the Royal Family - it's fab.",10
"surprisingly entertaining","To be honest i'm not a big fan of the royal family and have no interest in them at all but this series is actually quite enjoyable. i think the queen is played really well, feel like i like the queen a bit more than i did before watching this, especially after learning she dislikes thatcher lol. feel like the voice the actress does for thatcher is a bit forced and irritating at times but either way they all do a great job of conveying their part to the extent where i forget it's not a documentary at times! think the casting is brilliant and the way the stories are told is engaging, even for somebody who has no interest in the royals like myself. thought it would be a chore to sit through but find myself interested when watching it :)",10
"Much improved with Olivia Colman","First two seasons, not so much. 3rd season was so fun to watch because Olivia Colman is so fun to watch. Tobias Menzies is also an Emmy-worthy addition - tremendous job. Helena Bonham-Carter almost manages to wreck the whole watching experience as she is sub-par. But thankfully, she doesn't have nearly as much screen time and Colman and Menzies. They are delightful!",9
"I'm literally obsessed!","After watching the first episode I was glued to couch.. literally glued! I'm so drawn to this story even though I was never a fan of the royal family. I like that we can get totally different view of this people and actually see them as persons that have same problems that us ""normal"" people do + everything that goes with the crown. And I was constant checking the facts while watching and google for more details lol .. Obsessed!!!",10
"Indeed one of the best shows","This dramatic, thourough and explicit tale of the life of Queen Elizabeth, is often considered one of the best TV shows ever made, taking the world by storm, and recounting a thourough and impressive drama throughout its many seasons.I can do nothing less than agree with said sentiment, this being one of my all time favourite shows, incredibly well acted, very finely written, and encompassing many important and interesting parts of history.All of the several actresses portraying the Queen indeed do an incredible job, and feels very nuanced, similar yet different enough, through different parts of her life.The cinematography, cutting and editing is incredible, very feature worthy and very beautifully put together.Overall, indeed an incredible and ever recommended show!",9
"What went wrong?","3d season is horrible. I just couldn't believe that I am watching continuation of the show.",7
"Watch the first 2 seasons then give up...","Seasons 1 and 2 were some of the best TV we've watched. My husband has never really been a fan of the monarchy, but this really showed him a different light. Season 3, what?! The cast are dour and miserable. We love Olivia, but this just doesn't work for her. We're on the verge of giving up in episode 5 as it's so dull, slow paced and frankly, a disaster after the first 2 seasons.",5
"Exceptionally well done","Great casting, acting, set design, writing, period costumes. Just an excellent series and although it is a series and they do take some liberties with facts to make it more dramatic, as I have researched things covered in the series, I have found it to be very close to the truth. Fascinating look at the world behind the gates of Buckingham Palace where sometimes I like the characters and other times I identify with their critics. Very well balanced production that shows the virtues and flaws of the royals.",10
"Perfection !","To learn to know, love, wonder, pity, reach, warm to, respect, distance oneself but always and foremost learn to understand these abstract public characters is in itself an accomplishment seldom achieved. Cinematography, acting, scenery, the music ! and the directing - all grand, slow but so wunderfully intimate and tense this is the absolute top and rarely matched. The Crown is a 10 on all fronts ! We've fallen in love with this masterpiece.",10
"The Best of Television/Motion Picture Art","I saw the coronation of Queen Elizabeth, which remains a vivid memory after all these years. It was one of the first televised major historical events. Also, the young Queen was the cover girl of every magazine and newspaper. The Crown is a fascinating depiction of the life of Elizabeth Windsor from childhood through decades of reign over the British Commonwealth. Beautifully presented in all the splendor of royalty, the story spans the globe and the times. It was so interesting to see all the members of the family and others brought to life through excellent performances all around. I've always loved the Queen, and I loved The Queen too.",10
"Fascinating drama","I never been a royal watcher or royal follower. What little I knew about this dysfunctional family was mostly from the humanitarian tours Diana Spencer made to New York. and the marriage that seized our attention on this side of the pond on the three prime OTA television networks (ABC,NBC, & CBS) at that time, I wasn't even a teenager yet when I watched the marriage live. I am a former New Yorker and I remember how big of a deal it was when she came.I gave this show a chance not expecting to fully see the whole first season. But to my own surprise it captivated me for two weeks while I binge watch all four seasons! It really is that good. I really wished Netflix added additional mini videos after each episode that pointed out what was fact and what was fiction. Luckily, we have Youtube videos from dieheart royal followers that do that for Netflix. But had this series been made on HBO, HBO probably would have added those extras.The casting changes between seasons 1-2 and 3-4 did require getting used to. I had built a bond with the original cast members. I don't know why the makers couldn't just have applied some hollywood sfx to age the original cast members. Nevertheless, I did get over it and built a new bond with the newer cast members. The most difficult was the change of Vanessa Kirby with Helena Bonham Carter. The two actresses that played the part of Princess Margaret. I just don't see what those two actresses portrayals shared in common although. Vanessa Kirby is a phenomenal actress, by the way. On the positive size of casting, Elizabeth Debicki was spot on for Lady Diana. She nailed the part.Unfortunately, I am feeling the withdrawal symptoms now that I completed season 4. Two more years until we find out the conclusion. But the real royals shouldn't be concerned too much over their portrayals in this show. If anything, it sowed the curiosity seed to find out more about them. At least it has for me. I have so many questions now. The biggest question I have is why does the British government even bother informing the Queen about state affairs if she is unable to show or express an opinion or do anything about it?This inability to express a political opinion perhaps makes me understand why the royals seem so cold and distant. They have to restrain themselves to protect the legitimacy of the crown. It doesn't seem to be just because they are royal upper noses. I can only imagine how frustrating that must be to live a lifetime like that. I also gotta love that this granny is also a badass. She rides and breeds horses and hunts with guns. I think we see a huge ironic contrast between the Queen and Margaret Thatcher out in the field. The Queen, stalking and hunting her prey with camouflage in the field while the working class background Prime Minister with a royal blue dress. The irony in that scene was very memorable. LOL.",9
"Would've given a higher rating if it wasn't for the lazy recasting in season 3","I had anticipated for some disruptions to the continuity in season 3 what with the complete recasting of characters but found the lack of attention to detail (some, major details) very distracting and questionable.The very first thing that stood out to me was the change of the eye colour in both Queen Elizabeth and Princess Margaret from blue to brown??? Considering that both actresses who played the characters from the previous two seasons had expressive blue eyes and conveyed a lot of emotions through them in closeups, I felt they should've been a bigger factor to consider in the recasts. Plus, the real Queen Elizabeth and Princess Margaret also have blue eyes?? It felt like they went a bit too rogue with their choices here.I'm personally a big fan of Helena bon ham carter but she's completely a wrong cast for Princess Margaret and there's absolutely no continuity, completely different facial features, body shape, mannerism, and she looks really good for her age but still way older than her characters age. (This goes for Colman too).I just couldn't help but question why they couldn't have made the transition more seamless.",10
"Heavi-est is the head that wears....","Bravo! Our obsession with all things regal and statecraft is celebrated by this finest shining achievement which is a most in-depth series dramatizing the burdens associated with having flesh and blood constitution beneath the almighty weight of the British crown; family ties, bureaucratic entanglements, the intricacies of regal obligations to the state and the many different peoples of many different countries within the Commonwealth, and the difficulties of remaining personally separate, differentiated, and completely silent about how difficult it all is to manage well, or if it can even be managed at all. And... more interestingly... what really happens when it all gets mucked up and goes sideways. Season One available and streaming in-full and entirely without interruptions right now at Netflix.com",8
"New cast and storylines are a joke...","First two seasons are fantastic. I give them a solid 9. I base my rating on those two seasons alone. Claire Foy is the Queen and does a remarkable job. The show is focused on her and Philip and hands down have perfect chemistry towards each other. The show revolves around the queen... Now jump ahead to season 3... which I give a rating of 4Netflix changed every character and now the show is a joke. We as viewers get use to style of the show and now you change it all up and for what??? For better ratings??? Well you won't get that now that's for sure. The show now has all kinds of small side stories that nobody cares about let alone want to watch. You had a great show Netflix and now all you have is garbage... guaranteed this is the beginning of the end for
The Queen. Which is sad cause the first two seasons are outstanding.Way to go Netflix!!! You ruined a great show with new cast and direction...",10
"I want Claire foy","Why on earth did they not just use make up artists for Claire foy to look older. Season 3 is so boring it's all about horse breeding and astronauts. The new queen can't act as good as Claire foy in this series. I fell asleep watching this so many times.",10
"S1-4: top of the line. S5: sinks to the bottom","I realize it's difficult to put a number on a show that rocks for several seasons and then takes a nosedive. Especially that I do not recognize the numbers in between. They make no sense to me. What is a difference between 6.4 and 7.7? How would that difference translate to what a movie is worth? So I give 1 to stuff that I consider was a waste of time, 10 to movies I recommend to my friends and 5 to something in between. But TV series are difficult in that regard. I also think numbers tell very little what people actually think of what they watched. So I prefer to read what they have to say about it. With thousands of opinions it's really difficult to get any meaningful search results from opinions that do not come with extreme scores. So I usually start with long posts of prolific reviewers that give a production ""1"" - for example. And start from there. Yeah, I have learned to go around those character limits in a way that is more impressive than just repeating lines to meet the quota ;) *wink*That being said, I hope the introduction was as engaging and meaningful as any of royalty's speeches done before.I consider The Crown a great series. 1-4 season to be precise. 5th is. Yeah, what exactly IS this? A soap opera? Return to Hogwarts? Renewal of The Wire? I am sorry, but this happens to some particular actors and their roles, they take them and they can never ever be looked at without us thinking of them in that way. It doesn't mean they're necessarily bad actors, it means they are very specific and sometimes grown into their particular roles. Patrick Stewart is a perfect example of this. He could never ever be anyone but Picard, despite being a great actor (yes, Xavier is Picard on wheels). So yeah, having Hogwarts b**ch as the Queen is a subversion. She suddenly becomes mean and evil in S5. Actually, all Royalty become like that. You almost expect them to turn into lizard people. Subtlety, intricaties, difficult choices disappear and are substituted with an assumption the Royalty are like Vampire kin bound to suck all of our blood. And then there is the boredom. 3rd ep and my wife turns to knitting while I play games on my iPad. This was not the case before. Where is the emotion of Aberfan? Fear of Act of God? Joy of Company of Men? I could go on. The fifth season is a boring dreck trying to convince us The Queen and all involved in ""the System"" are either it's captors or evil, self centered and one faceted oppressors that seek nothing else but riches, debauchery and control.5th season is like saying ""we've lied about the Royalty for 4 seasons. Now comes the truth"". Oh boy. Go straight for the lizard people, it will at least be somewhat entertaining.",7
"Should have quit when it was ahead","I had to change my rating from a 10 to a 7 and actually I may not even finish watching season 6. I used to love this series, especially when Claire Foy played the young Queen Elizabeth. Matt Smith was also my favorite as the young Prince Philip. The acting was good and the storyline fascinating. I also enjoyed seeing the interior of Buckingham Palace. I also found the struggles of the young Prince Charles interesting. Now with Princess Diana's story it seems to have become a cheap soap opera. The moony looks of the actress playing Diana just get tiresome. This was a classy series at one time but they let it go on too long. They should have quit while they were ahead.",8
"Entertaining, fictional, propagandist","The whole series is created to muster sympathy and support for Charles. Played by an actor infinitely better looking than him. Same goes for QEII. While the other way round for Margaret and Diana.Young William looked and acted like a psycho and a teen Harry could be inspired by Jughead. Oh those hair. By casting alone, you could guess if these characters would be portrayed in positive or negative light in that season. Also, no reference of Andy. Wonder why (wink)?Anyway, it's impossible to create a series on BRF and show the monarchs and future monarchs as anything less than perfect. And this series does not stray off that path either.So from authenticity point of view, there's none. Its not that the circumstances are fictional, the show covers very real events, capturing the reality scene by scene and dress by dress except the moral is the exact opposite of what is popularly known/assumed. Its like someone desperately wants to settle the score.Having said that, well made, dramatic, with very high production value. Watch it for entertainment, and then flip the storyline shown to reach closer to the truth.",5
"A Masterpiece","This show will go down in history as a masterpiece. that's a fact. The casting is amazing , the acting is amazing, etc.. There are seldom true 10 out of 10 shows. This show is a 10/10.
My only issue is the way they talk about Margaret Thatcher, and other conservatives. Thatcher was the 7th longest serving Prime Minister of the UK, and the longest serving in the 20th century. Even in the US she was an icon. She and Reagan helped bring on a new age of freedom and prosperity in the entire world.... The show makes the guy who broke into Buckingham Palace (twice) look more just and deserving of sympathy than Thatcher. The show is perfection, other than a few of these biases. All that said, obviously we can't prevent all bias, and the show will be remembered for a very long time to come.",10
"dazzling performance by Helen Bothom Carte","HBC performance as Princess Margaret is nothing short of award winning As counters foil to Coleman's ER II is take the relationship of these two women to next level in Episode 3.2 Enjoy.",9
"Season 5: That's what I was waiting for","I really liked the first 4 seasons of The Crown, the only seasons I had problems with was season 3. Later,
I had to realize that the new actors caused that feeling, and it took some time to get used to these new faces.I found myself in the same situation with season 5, the only difference was that I was prepared, I knew what to expect.I am very very satisfied with season 5, especially with the wonderful performance of Imelda Staunton, Jonathan Pryce and Leslie Manville. I can imagine how difficult it could be to write the script of these season after the queen's death, but I truly think that the writers did a great job.The closer they come to 2022, the more people will criticize the storyline, as many of them experienced the different events and situations personally. From a point of view. It might be different from how they saw those things 30 years ago, but it's absolutely okay.The Crown is not a documentary, it's fictional drama series. I do not think that we should always try to look for differences between the storyline and real life.",10
"Finally an excellent Original Series from Netflix","Outstanding series that tells the story as accurately as it can without unnecessary, irrelevant, scenes that do not belong in the script. There is no foul language, gross sex scenes, and characters that do not fit. Many of the Netflix original shows have are inundated with way too much gay lesbian sex scenes that really do not fit. Nothing against gay and lesbian sex as long it fits in the story and is displayed with some graciousness. Same is true with inserting characters of diverse background just to be socially correct or to pander. There are many series and shows where it makes sense because it all fits. It is very easy to spot forced insertion.",10
"A different perspective on why this is so engaging, and worthwhile viewing","I'll start by saying that for me, this is a ten out of ten. Others describe the excellent production quality, as well as the cast, so I'll put a different spin on ""why"" this is so interesting to me, and might be (ought to be?) interesting to others.I'm not a ""royal watcher"", so I don't spend time wondering about (or worrying about) what goes on in the monarchy of the UK (and it Commonwealth). But the focal point of this series is on Elizabeth, and one cannot be somewhat amazed, and curious, about her life. I'm in my 60's, and she's been on the throne since before I was even born, so I am, at a minimum, intrigued by her longevity, especially considering how she ended up on the throne in the first place.Remember that for the first ten years of her life, there was little expectation that she would ever do anything other than live on the royal family periphery. But, her uncle's abdication, and father's early death, changed all of that, and only in her mid-20's, she found herself thrust onto the throne.What makes Elizabeth so interesting? Just contrast the state of our world, at beginning of her reign, with a few simple facts: There were no man-made objects in space (and wouldn't be for another five years); Computers were in their infancy, and were as large as some people's home; WW II had only ended 5 ½ years earlier; With the possible exception of the monarchy, women in any position of power, was pretty much unheard of.All of the things that we take for granted today, be it technology, spacecraft that are now in interstellar space, etc., women in leadership roles in business and government those transformations have all transpired, while she has been on the throne. With such drastic change, one can easily imagine a variety of reasons how/why the British monarchy could easily have lost some (or all) of its relevance. But somehow, if anything, it would seem that just the opposite has happened, and one cannot help but think that Elizabeth is the reason why.And also, as an American, even Elizabeth's lineage becomes a thing of interest. Queen Victoria (arguably the most renowned monarch before Elizabeth II) was Elizabeth's great, great grandmother, and Victoria's grandfather was George III (yeah we sorta had a bit of a war of independence with him, once upon a time). And here is the current monarch, Elizabeth, George's direct descendant(and not that many generations removed), who has been alive for more than _one-third_ of our nation's existence, and on the throne for more than _one-quarter_ of its existence. Relatively speaking, we (Americans) are still not that far removed from the throne that she occupies, which generates (for me), yet another level of interest in exploring her life and reign.For me, this series boils down to an opportunity to learn more about someone, who it would be hard to deny, is a fairly remarkable woman, and who (with a few missteps along the way), seems to have managed to shepherd the institution that she sits atop, through one of the most rapidly changing eras in the history of humankind. It's hard to not be interested in a person who can pull that off, and imagine that there might be some interesting lessons, or at least, insights, that might be drawn from her life.The fact that this ""learning opportunity"" comes in the form of a fantastic production, with a fantastic cast, ends up being the icing on an already interesting cake. Certainly, there may be some ""royal soap opera"" moments, but never forget that this is also a significant history lesson. I have thoroughly enjoyed this initial series, and can't wait for what comes next.",10
"Best season in the series","The Crown, season 5 is outstanding, best of all seasons. Script is rivetting, hard hitting, doesn't compromise. Photography excellent, editing superb in creating that heavy atmosphere of family in crisis that doesn't sag. Elizabeth played by Imelda Staunton projects the painful turmoil in the family keeping grace, poise and dignity as a monarch should.Diana played by Elizabeth Debicki is able to portray the emotional breakdown of Diana's pathetic life so well that for once one really feels being witness in her privacy. Charles is portrayed by Dominic West. Does real Charles constantly screw his mouth while speaking?Real life story of the most famous monarchy of last hundred years is mesmerizing and feels so human, so relatable to common people.At a time when the Queen has just died, Charles is the monarch at last with all the baggage of his past as portrayed here, holding back nothing, it will now move on to season 6 with lots of frank expectations. Looking forward.",9
"Cinematography, stories, until all the cast are very good indeed","The Crown was first released in early November 2016, directly in ten episodes. The first episode tells the story of his marriage to King Philip in 1947.
The story of Elizabeth is unique to follow, Urbaners. Since married to King Philip, Queen Elizabeth's life has changed. The father, namely King George, his health had declined sharply, then his mother Elizabeth was ready to give up the throne to the child. The event of marriage until the appointment of Queen Elizabeth 2 is the center of the story of the television series The Crown.You have to watch this series because the story is very interesting, and I can't wait to see the newest season..",10
"Great, opulent, fascinating family drama about the Royals","The most expensive series in the history of Netflix, The Crown is a 10- part series about the early years of Elizabeth as Queen, and the effect that her rule had on her husband and sister.As the niece of the King, Elizabeth and her sister Margaret enjoyed all the perks of royalty without being in line for the throne. This ended when King Edward (Alex Jennings) abdicated. Having no issue, his brother Bertie (Jared Harris) became George VI. While Elizabeth (Claire Foy) and her husband, Prince Philip (Matt Smith) were in Africa, King George died. And greatness was thrust upon the shoulders of Elizabeth.The series shows Elizabeth's adjustment, her dealings with people like Winston Churchill, Anthony Eden, her Uncle David, the ex-King and now Duke of Windsor, and learning ultimately that there was a procedure, and while she ruled, she needed to follow the decisions of others.One of her biggest family problems concerned her sister Margaret (Vanessa Kirby) and her affair with a divorced man, Peter Townsend (Ben Miles). It's hard to imagine nowadays how scandalous divorce was, and in this case, worse because it looked like Townsend had left his wife for Margaret. This caused many problems for the Crown and between the sisters. Sadder yet, though the relationship was broken up, Margaret ended up divorced herself. There were also issues with Philip piloting - it seemed as if many family matters had to be approved of at a higher level. It must have been very frustrating. (Divorce was still an issue when Jacqueline Kennedy was invited to the Palace, and the Palace refused to let her bring her divorced sister Lee. ""But she's my host,"" Jacqueline objected, ""and my sister!"" Couldn't bring her.)The series spares nothing in terms of opulence, the copying of actual gowns worn and other fashion looks of the era, and manages to work in actual footage of the coronation as people watched it on black and white television. The actors do a magnificent job, particularly Claire Foy who somehow IS the young Elizabeth; John Lithgow as Winston Churchill, Matt Smith as Philip, Alex Jennings as the Duke of Windsor. Though Vanessa Kirby is a wonderful Margaret, the real Margaret was actually more beautiful, though Kirby shows her flirtatious personality and charisma. Foy and Kirby also demonstrate beautifully the subtle and not-so-subtle moments of rivalry between the two women.In terms of historical accuracy, from what I know, the series is accurate with a few caveats. One isn't really the fault of the production. It's said that Churchill's wife had the portrait that Sutherland did of her husband destroyed and supervised the destruction; in truth, the servants took it upon themselves to burn it as it was just somewhere taking up space. Clementine is reported to have said, ""That's what I would have done.""Also, the Duchess of Windsor was not present during King George's abdication speech. I believe the story of Churchill and his secretary was fictionalized to bring in his awareness of the hospital problems.The producers worked very hard to make The Crown as accurate as possible, working with historians, biographers, someone who actually worked in the Palace, newsreels, and newspapers. As with all non- fiction dramas, however, there were some liberties with the timing of events.Truly excellent - can't wait for season 2.",10
"Not sure how it's better than fetishizing narcos","It's an ok show, in terms of the way it's done at least. Still, I have to protest the very gesture of romanticizing the life of the monarchy and so-called ""nobility"". Even if, as it's becoming increasingly clear in the context of today's politics, monarchy does have its strong suites, I can't help but feel that there is a fetishization at work here, and I don't like it. So 6/10 it is.",6
"Poor casting","Dominic West and Elizabeth Debiki are not believable in their roles. I find season 5 very boring. Dominic West just appears too old and completely unlikeable in any way. The only character with interest is Margaret. So I'll stick with it as much as I'm disappointed.I didn't expect it to go downhill like this season has. I'm very curious about the casting. Jonathan Price is a fabulous actor and he doesn't disappoint but Dominic West is an atrocious choice to play Charles. Elizabeth Debiki as Dianna appears like a towering giraffe with one facial expression. Bored and sullen. I just can't skip this season. I'll plow my way through.",4
"Brilliant","Another brilliant portrayal of another British icon by an American. She had large shoes to fill after John Lithgow's phenomenal portrayal of the iconic Winston Churchill. And fill them she did. Gillian Anderson deserves several awards for her Margaret Thatcher",9
"The Crown Jewel of TV","The Crown's creator Peter Morgan had already had a lot of experience with royalty-inspired films and TV series, such as Henry VIII (2003), The Queen (2006) and The Last King of Scotland (2006), but this is definitely the peak of his career.Well-crafted and beautifully produced, The Crown is simply a joy to watch. It is a tale about a young and rather inexperienced woman that takes on a very serious duty she is still not prepared for. Thanks to the help and support of her Prime Minister Sir Winston Churchill, Elizabeth II is slowly but surely grows into the much- beloved Queen, who in 2017 became the only British monarch to celebrate a Sapphire Jubilee. You do not have to be a royalist to enjoy it.The Crown offers a stunning portrayal of the mid-20th century and of historical and political circumstances of the time. It also gives the audience a chance to learn more about 'how the other half lives', and most interestingly, about the personalities and private lives of the British Royal Family. In spite of some inaccuracies, The Crown still manages to send a powerful message: great power and great privileges come with great restrictions and great responsibilities.Claire Foy and John Lithgow simply own the roles they are playing, The Queen and Sir Winston Churchill, respectively. Those two deserve all the accolades they have received for their performances. Jared Harris shines as George VI; although he looks nothing like him, his stellar performance makes you forget about that. Eileen Atkins is also great as Queen Mary, although her performance shows Queen Mary in a different light than the usual accounts present her. Matt Smith, Pip Torrens and Jeremy Northam are all very convincing in their roles.However, I have to disagree with some of the cast choices. Vanessa Kirby is pretty and charming, but not enough to play the late Princess Margaret. Alex Jennings gives a great performance as the former king Edward VIII, now the Duke of Windsor, but for some reason, his voice in this drives me crazy. But the biggest mismatch, in my opinion, is Victoria Hamilton as The Queen Mother. That is most certainly not the woman Adolf Hitler once described as 'the most dangerous woman in Europe'.In spite of some minor flaws, the first series of The Crown is great enough to make you want to see the second one, which, given that it will portray the Suez crisis, sounds even more exciting.",8
"History revisited with added fiction to entertain.","A stunning production with top class acting I have watched the first 3 seasons and as much as the likeness to the royal family and prime ministers has a lot to be desired the acting is of a class that you can easily overlook that comparison.
Historical events are accurate even if the conversations and personal views seen are possibly not and this is were the viewer needs to understand that there is much fiction involved as there is factual and on that basis to view the series as a writer's interpretation of what may have transpired rather than actual still a. Stunning production",9
"Even better than Series 2","I have just finished watching Series 3 and thoroughly enjoyed it. The change of cast worked perfectly for me, Olivia Coleman plays the Queen as she is, and Helen Bonham Carter is perfect as Princess Margaret. The biggest change for the better though is Tobias Menzies as Prince Philip. For me, Matt Smith was always the weak link in Series 1 & 2. Watching him, I often found myself wandering, what on earth the Queen saw in him, but Menzies brings a completely new, more adult dimension to the character and we can clearly see why the relationship has worked so well and how important Philip has been to Elizabeth.Series 3 has brought in other equally good actors, Josh O'Connor is excellent as Prince Charles and whilst Erin Doherty as Princess Anne, only has small scenes, she steals the show whenever she appears. I loved the storylines as well, obviously some dramatic license has been taken, but the writing is so good, that it always makes perfect sense.Bravo to all concerned and I can't wait for Season 4, when Princess Diana and Margaret Thatcher enter the stage.",10
"Exquisitely detailed both grand and intimate - just some miscasting","It is a testament to how good this series is that a dramatization of such a well known person and such well known events could be so mesmerizing. The detail is just mind boggling. There is such painstaking detail to recreate each scene from Commonwealth tours to minor ones. The sets are sumptuous and the costumes are perfect. No wonder it cost so much to make. The writing is superb with such good dialog in the intimate scenes that one only imagined before. Just finished season 1, all 10 episodes and each one is better than the last. Quite shocking to see on screen (even though it is known) is the vitriolic hatred Edward VIII had for the rest of the Windsors due to the treatment of Wallis.Some of the outstanding aspects of this first season are the handling of marriage with divorced persons - both with Edward VIII and Wallis Simpson and with Princess Margaret's love for the divorced Peter Townsend. A well handled angle is the difficult position the Queen finds herself in. Even marital conflict is shown with Prince Philip portrayed rather negatively. Do feel more sympathy for the Queen after watching this series.The flaw in this series is the jarring miscasting of some of the characters. Jared Harris looks too different from George VI and the actress who plays the Queen Mother is also terribly miscast - she should have been a plumper more round looking actress. They don't capture their essences. Vanessa Kirby is a bit indelicate for Margaret - maybe a bit large. Claire Foy does a good imitation of the Queen's accent but she has a rather hesitant look - more suitable for the household staff than the Queen. She doesn't look regal. But maybe she will change later. Physically her face is rather too different. Surprisingly Matt Smith the weird actor from Dr Who although uglier than Prince Phillip does capture his essence. John Lithgow even though too tall acts so well as Churchill it's quite award worthy. But the errors in casting don't prevent this series being outstanding television.",9
"Season 3 was good","There seems to be a lot of hate against season 3. I think this mainly stems from the new actors and the way they're playing their character. I think what you have to keep in mind is that its just generally in the nature of people to become more dull and less enchanting when they get older. I think they did An excellent job portraying each character according to their age and I alsof think the actors were a great fit. If you dont like the season it seems to me maybe that's because you don't like people getting older, not because the quality of the show went down.",8
"End the crown!","After seeing the Diane's chapters: the crown in England should be stopped once and for all. This caricature of a queen and her imbacile child ( future king of England) should simply perish!",9
"You won't regret it","I never knew a silent and drama show could be this much interesting. I have always been a fan of si-fi,action, thriller that'll keep me edge of my seat everytime I watch it.
This show is something you should really try it's entertaining and at the same time informative and ofcourse full of drama.",10
"Yawn...for Season Three","Maybe it is good to quit while ahead. Season Three has some great actors like Olivia Colman, Helena Bonham Carter and the rising star Josh O'Connor but the story line is totally soapy and gone awry. Suggest you watch it before bedtime; will help you go to sleep. 6/10 only because the costumes and setting are still pretty good.",6
"Netflix and their intercuts.... sigh","The overuse of intercuts and flashbacks in this season is ill advised. It drains a lot of the emotion from the story.This is a Netflix thing lately, most of their shows now use this technique liberally, and few of them yse it well.Diana's trip to NYC in Ep10 is a good example of the failure of this technique. Audio montages of various news people setting the scene is cheap exposition, but fails to capture the importance of Diana's visit to the Aids ward, and drains it of all emotional power.",5
"Wonderful series!","While the story may have some questionable triths, it is amazing. Each lady who played the queen should get an academy award. Well really every person should. This series is a model of a series to come in the future.Entertaining? Yes I got lost in the story many times as a series should do to people watching it.Did we fall in love with Claire foy yes for sure. The truth is I had never heard of her before the crown and I seen her dow like eye and I was like wow.Hats of to all who made this series. I know it will be a favorite to so many people for all time. To the royals we loved you then we were mad then we seen your humanity and loved you again. God save the King seriously we hope you get saved!",10
"Absolutely Brilliant !","I have never been very good at writing reviews, but The Crown inspired me enough to get an IMDb account in order for me to do so.I have never been so captivated by anything as much as I have with this series. Bravo to the creators of this series for it has been executed brilliantly !Right up there with Downton Abbey, & House Of Cards. I would even go as far as saying that it exceeds both of those.Acting, storyline, costumes, cinematography and pace all exceptional. Bravo to creator Peter Morgan and to all the cast and crew as well as to Netflix !",10
"Best show in years","This is the best TV Show in years. It makes the audience love the Royal Family, understand them, and more than anything else makes people understand, realize the hard work Her Majesty has and has been doing throughout her Reign. All the Actors are amazing, but I would want to add that Ms Foy and Matt Smith are just incredible, so much talent, class, reality, and so good looking :). The different locations as the Royal Family's Residences, the countryside locations are stunning, I have not done it yet but will google whether the shootings were done in the actual Palaces. I hope the second season will not be long to start - Thank you for this great show and can't wait for the next seasons !!",10
"Bring Claire foy back","Season one and two is amazing season three a disaster An absolute disaster I have no words",10
"Slightly less enjoyable S03 than the previous two...","I loved the first two seasons of this show and was looking forward to this one. Olivia Colman, a real-life acting queen who never ceases to amaze, and Helena Bonham Carter, delightful in anything she's in, were both terrific here, while Erin Doherty as Princess Anne and Tobias Menzies as Philip were uncannily like the real-life people. The casting overall was great, and as usual, the production was sumptuous and top-notch. But the season as a whole was kind of a letdown from the first two, because each episode had a different focus without much tying it together (and basically I just wanted lots more of the Princesses, Margaret and Anne). The writing was too on the nose in some places, but I did end up feeling more sympathy for Charles, in how his family contrived to keep him from marrying Camilla, and this season seemed to be winding up for S04, which covers 1979-1992 and will feature Diana (which is what we've all been waiting for). I did enjoy it, but having Prince Andrew constantly in the news and knowing he's a sexual predator who won't be held accountable for his crimes due to his privilege, took away a bit of my pleasure and reinforced my belief the entire British monarchy is an unnecessary anachronism in a modern society.",8
"Astonishing","Fascinating as always. What a good season.
And really, Olivia Colman did such a great job in depicting the Queen in the show.
The show also allowed me to get more familiar with some of the big events in history, like Aberfan, or the Apolo Mission.",9
"Outstanding","One of the finest examples of acting, storytelling and production I have have ever had the pleasure of seeing.",10
