"Title","Content","Rating"
"Captured upon arrival","Very well done. Episode 8 gave a fair warning about what was coming and I'm glad they did that. That scene...captured a similar experience I had at age 19-putting that in the show -it made me feel that I wasn't alone any longer.I know how Hannah felt and too many women are left feeling like they did something wrong",10
"brilliant show good storytelling . except","Reese Witherspoon being whiny almost in every film which I find very annoying.. looks like she cant act without yelling... and swearing.. stopped counting how many times she's used the f-word.. Aniston and Crudup at their best .",8
"A tale of two seasons","Season 1 of TMS is an entertaining glimpse into the ego-driven world of commercial live TV. Jennifer Anniston and Steve Carell are anchors of a morning show but from the start Carell's character is sacked for sexual abuse. Reese Witherspoon plays a feisty reporter who finds herself co-opted as Carell's replacement, and several storylines unfold over the 10 episodes, arranged around these three key characters.The acting is generally good although JA just always seems to be playing herself and some lines in the script must have been hard for her to say. RW is strangely not at her best and often seems slightly distracted. SC tries hard but is miscast as a misogynist. Billy Crudup as the director of News is the best and steals most scenes he is in, but he does get the best lines too. Nice to see Jack Davenport in a small supporting role, although he isn't given much to work with.Overall however it's an engaging if flawed show, and hence the 7/10 rating. The final episode of season 1 ends with a slightly unexpected bombshell twist, but does invite you to look forward to the next season.From the first episode in season 2 however, you wonder if they sacked all the writers and replaced them with D-graders. It's like watching a completely different show, and it stinks. I stayed with it till the end but only a few episodes have any redeeming features, so my rating for season 2 is 4/10. All the key characters seem to have become someone different yet with the same name - it just doesn't gel. There's a lot of anger and shouting suddenly, especially from the RW character, and even Billy Crudup's character has been stripped of some of the humanity that made him stand out in season 1 (although Crudup tries hard to hang in there). The storyline's are also less convincing or even appropriate. It's a good demonstration of how critically important the writing is for a successful show.I will not be watching season 3.",7
"Entertaining","I really liked ""The Morning Show""
Thought the acting was great
Loved the character development
I also really liked how they addressed current issues and the handling of them very realistically.As much as I wanted to I really couldn't hate the two lead characters. I'm guessing there won't be a third season which is disappointing.",8
"Meh","The acting feels pretty forced and the plot is predictable. Apple needs to measure itself against HBO; something like Succession is a pretty close comp. But so far this show isn't close to that level.",6
"Should've stopped after season 1!!","Season 1 was great. Season two is a mess & not worth the time.",3
"I really like this show","I really like this show, but to be fair, not all of it. Reese Witherspoon really carries the whole thing. In season 1, you can skip all scenes without Reese, and only watch the ones she's in, and you'll not miss any of the plot. Season 2 is overall worse than season 1. Jennifer Anistons character gets more interesting, but the story just seems lost, like there is no real point of the whole season and so much is left open. And season 3, until now, is pretty good actually. Billy Crudup shines this season, they focus more on the main characters, and the story line is really engaging, can't wait for more. Love it!",10
"Excellent","The show highlights the politics of a media organization. It emphasizes how powerful these news organizations are in stirring public opinion for the sake of good publicity. The cast do not disappoint in their performances in every episode. This is a show I look forward to every week!",9
"Awesome and binge worthy!","I never thought I would find a TV show that would get me hooked from beginning to end! Not a single dull moment or filler in this one. Stop reading reviews. Go and watch this!Can't wait for Seasons 2!",10
"Hell of a Good TV Show","So I finished watching the first Season. And I have to say the Morning Show is one of the greatest TV Shows I watched. You literally can smell the Money Apple put into that Show. I mean it payed off!Im watching forward for the second season.
Keep on Doing Apple you doing good in the Showbiz, can't complain!Keep winning Apple.",10
"Great Show!","Excellent show, it definitely exceeded my expectations! Great acting, great story and interesting characters that keep you hooked from the beginning till the end.",10
"Relevant story","I believe this story is quite relevant and actual today on this wave of confessions about harassments at work and story about Harvey Weinstein. And however it helps us to dive into the life of a prototype of an American morning show and the mechanisms how it works.",9
"after the first three episode it certainly doesnt feel like a mistake to watch what comes next","Dont get me wrong. the series is not perfect and some parts could do better. e.g. the script has some weaknesses and sometimes that seem to reflect on the performance of the actresses and actors. There are some big names in the project and they deserve a little better. But it is far from really bad and the show and the story seem to grow legs as it progresses.some people complain about a tv-series about a news show being political. Well ... if you really want a story with substance how can it not be? I disagree that it has a left bias. If any it goes at a very controversial topic with a realistic view trying to show what it implies with all the layers and perspectives. Ok if we are very sensitive it might feel like another ""more power to the women"" where all the men are bad or weak of both. But is it really? Lets face it: the industry is still dominated by men. All the harassment cases are the result of men being in power and sometimes abusing it, sometimes just using it and certainly sometimes just getting lucky. Doesnt change that they are there. So ... how can we take anything serious when it doesnt deal with that? Especially in a field where it is a major issue?but we must not forget that is just the backdrop for a story that shows us different characters and how they try to deal with the world they are in. And we could easily see the story also being about someone who doesnt want to compromise and shoots herself in the foot more than once because of that. Now she is put in the sugar coat industry where terrible things are smiled away so people can have a good day. That is going to be interesting. Also what do morals mean once you are put into a situation where you really have to weigh them against something that also matters to you? On the other hand how about facades once they come down? Btw. when i said the writing needs improvement there are certainly points where it already shines. Moments when these characters confront each other and find some truth. If we get more of that it will be very interesting and very entertaining.so all in all i'll give it at the moment 7 stars.
5 meaning decent but not extraordinary also not bad
6 for production value and directing etc.
7 for having an engaging story line and creating interest for the characters
8,9,10 will be reserved for real mindblowing stuff. something that makes it a must to see what comes next not just not a bad idea.",7
"Good start, but still flawed","Having watched the first 3 eps i find myself enjoying the show but unable to fully commit and crown it the new best thing on tv. I cant help but feel its heavily influenced by or atleast is trying to b HBO's The Newsroom which i did deem to be one of the best things on tv. I like that they are trying to be relevant and addressing issues that are prevalent in todays society but the political and social bias at times feels abit in your face. The pacing is fine as is the writing but the true winner is the performances from a great cast. While the show lacks some originality and at times feels forced its a solid start and good addition to Apple's streaming site. Will it be enough to compete with the likes of Netflix and Disney.... maybe not but certainly gives them a base to work from. Im curious how they will deal with Mitch going forward and the allegations put forth about him. Enjoyable and compelling but with small flaws that if not controlled could tarnish alot of peoples views of the show.",8
"Started Well","The first season was good but by the end of season two it took a turn for the contrived and we lost interest. And as much as I like Ms. Anniston, I found her attempting to cry showed no true emotion or for that fact a tear! We won't be continuing to watch. We felt the best ending would be for all of them to have in been in the car with Mitch.",7
"A tale of two seasons","I enjoyed season one and was intrigued by where it was going to go in season two.Unfortunately it went downhill drastically and I gave up part way through season two. Some characters were suddenly nothing like how they behaved in season one with no explanation, and some of the storylines were painful. I had no care for the characters in season two and with each episode I felt like I was just trying to survive it by keeping watching. Definitely should have stopped at the end of season one.It's very ironic season one focuses on telling the 'truth' and not agendas - then season two shows up and tries to preach a load of agendas at you.Season one: 7.5/10
Season two: 2/10.",4
"Hot","Great show with a star studded cast brilliant music and story line",10
"Excellent In All Areas","I work in news, and I want to work on The Morning Show. Lol. If only news was this dramatic.I highly enjoyed this show from beginning to end. Obviously, tackling the #metoo movement is a big task, but I feel they did a really good job trying to take on every angle and not getting bogged down in radical politics. They do a great job flushing out the humanity of the characters, with both positive and negative qualities. I loved the title sequence & song, which few shows invest much thought or artistry inti anymore, along with all the soundtrack throughout the season.Jennifer Anniston is amazing in her performance. I highly enjoyed Billy Crudup's character. His writing and delivery were all phenomenal. Reese Witherspoon & Steve Carrell were also excellent but overshadowed just a bit by the other two for me.I will say, however, Steve's performance in the Las Vegas episode was beyond extraordinary in its portrayal of a predator, the charisma and betrayal were just creepy and disturbing on an epic level.",9
"Can I just say wow?","Two words: Jennifer Aniston
My goodness she is such a powerhouse here! If she does NOT take the Golden Globe for this outstanding performance, I will lose all faith in the award system. I have never seen her better than this. I'm a long time fan of hers, and now she has cemented her spot as an A lister. Phenomenal show, too, overall. Reese Witherspoon is also fabulous in this, as well as Steve Carrel. But Jennifer completely knocks it out of the park",10
"Intense. Great Picture. Love it.","As much as I'm excited for the launch of Apple TV+, it was a bit struggling for me to pick which show to start off first. I'm glad I picked The Morning Show because two of my most favorites Actresses are there. As I'm watching it, I began to feel like I'm watching a movie, not a TV show. The picture looks great on my 75 inch 4K QLED TV. I love the whole cast. The show is depressing at the beginning and it starts to be intense after 30 minutes but I love it. Can't wait for more episodes to come.",10
"Bring back the memory of my job...","Many may not agree with me, but I love the show.
Good and amazing acting from the cast, kudos to everyone.
Good productions, good writing, very truthful depiction of our industry and the newsroom's battle, very detailed and serious production, and design.
The script is good from the two episodes I have seen so far, and I am hooked to follow up on the remaining of the show.
Good pace, good tempo!
Above all, the show brought me back to the days of me working in morning news - waking up in the middle of the night, working 24/7, the clash of topics for presentation, and the nastiness of people in front and behind the cameras, the management style of the networks, etc, etc. All these are well revealed in the episodes.
One point though, it is always a struggle for newsmakers now as what they need to put on the air. Is it a serious topic? or average, normal, dumb topic that the public is more keen on? And with the MeToo, racial discrimination, people sending clips through their phones, etc. Editorial judgment becomes even tougher. Then, the senior production staff is always pressure from management because of rating, demands of show presenters, it is indeed a nightmare working in tv news. But we all still love it because this industry is just so much fun.
TMS exposes all these points rightly and it is fantastic to see a show that brings me back to the old days. And I do hope it will make whoever sees this show to re-think what we want from our news shows and media now. At the end of the days, news and morning shows should probably just be news and fair. Entertainment shows for entertaining.
Finally, the life depicted in the drama regarding behind the scenes, complex relationships (including sexual ones) amongst the staff, the talkers and the doers, are all very realistic and I saluted the script writers and directors in carrying out these scenes wonderfully.
A good show with many issues covered, let's be fair in criticizing it.",9
"Billy Crudup is brilliant","Amazing star studded cast, but the performance of Billy Crudup is remarkable. If it wasn't for him this show might have bored me. But this well written character is embodied by Billy and its phenominal! From start to finish this is a cut throat look at what happens when someone very popular and seemingly loved by America and co workers is fired because of the me too movement. Again such a well written show. The twists and turns, the many characters the different story lines. Wow . Leaves me hanging with an after taste. Uncomfortable. But that's what I love about this show. This real, this is showing truth from different views. A reminder that this is still happening. maybe not at a tv show but a small local company. its; all about power and money. It can happen everywhere",10
"Just found this on Apple TV+","Season one was great. I just started season 2 and I'm lost in the woods. No idea what the heck is going on. But, the reviews are mostly bad related to season two. Maybe it will unfold - I'm not expecting much.",7
"ONE OF THE BEST TV SHOW EVER","Idk what to say, but.... thank u for bring this issue, this show speaks more than u could ever imagine. I love how real and dramatic it is.
and the cast... wow, just brilliant!!!! cant wait for season 2, gonna watch it for sure!!!",10
"Great and Not","Season One: great and full of intrigue.Season Two: Woke hot garbage. Characters are flat, story line is flat, Jennifer Anniston looks puffy. Just awful.",7
"Season 2 ruins the show","The first season was engaging. Steve and Jennifer obviously carried the show. But the second season is so disgustingly heavy handed it's unwatchable. Manufactured drama and forced dialogue is practically laughable. Horrible writing. Every male character is a sniveling, repugnant creep. Basically just more Hollywood propaganda disguised as entertainment.",2
"GOT turned into American morning TV","Award-winning performances and a compelling storyline earns a solid 8-star rating. Yet, there were moments when the series seemed to drown in its own sea of drama, with crises piling up faster than morning coffee orders at a local Starbucks.It seemed as though the show aimed for a ""Game of Thrones in modern American morning TV"" vibe, attempting to weave a complex tapestry of simultaneous arcs and storylines within a single season. Unfortunately, this ambitious approach didn't always hit the mark, leaving some narrative threads feeling overstretched. This is particularly noticeable in seasons 2 and 3, where constant crises - from covid to cyberattacks, traffic accidents, romantic relationships, corporate takeovers, and nasty leaks to the press about someone's personal life - overwhelm the narrative.The acting, undoubtedly, is the show's strong suit. The stellar cast, led by Jennifer Aniston and Reese Witherspoon, delivers powerhouse performances, making each episode a captivating watch. Visually, the show spared no expense in delivering stunning cinematography and production values that matched the grandeur of its thematic ambitions.Billy Crudup's character Cory, embodying modern capitalism, is by far, along with Aniston's feminist-hero Alex, the most interesting and complex character in the show. Season 3, in particular, reveals a more vulnerable human side to both characters, expanding their roles as rich media people with competitive ambitions.The series as a whole is enjoyable but not without its flaws. Season 1 is unique and interesting, while Season 2 felt somewhat perplexed, with the absence of a clear script being evident. Delving deeper into the aftermath of the #MeToo movement and the intricate relationship between Mitch and Alex would have provided a more satisfying narrative arc. Season 3 represents a significant improvement from Season 2 but doesn't quite reach the level of Season 1. The amount of drama in Season 3 and the relationship dynamics, particularly the subplot involving Reese's character and her brother, felt at times like an unnecessary detour.Hopefully future seasons will strike a more harmonious balance between drama and cohesion.",8
"One word WOWZERS!!!","This show is just brilliant. Was a bit skeptic at the start but Morning Wars will have you hooked. The stellar cast is just a start and the storyline is just brilliant. Give it ago and you will not be disappointed.",10
"Season 2","Thank god Reese doesn't have to wear those horrible wigs this season.",8
"Season 2 disappointed me","Season one has a great story line and everything was amazing but season 2 OMG didn't make it and everything so complicated and storyline so vague and fast and disappointed me.",10
"A fantastic series 10/10","This was typically a series that I absolutely could not put down I watched all three seasons in one so then people can write how much s*** they want. I loved the characters and it was as messy as it gets and just absolutely fantastically crazy. I .can't help but wonder if this is how it goes on TV channels in the US, it wouldn't surprise me one bit actually. I can actually imagine that it's just this crazy considering that a country can vote for Trump as president Well then maybe the TV station was just as damn crazy. I also very well believe that it is exactly the case that it is those with money who control everything in the United States, from the White House to television channels and newspapers. And it's good that you address the enormous racism and injustice that still exists in America between the sexes. In fact, it seems that most of the people who write here seem to be too short-sighted to even understand the Agenda and the text, the meaning behind the whole series. That might explain why people were stupid enough to storm their own Capitol.All the actors are good, but...
Billy Crudup as Cory is absolutely BEST <3.",10
"Drama, but on the next level","I didn't have any expectations for this series because I generally don't watch drama. But this just showed me one of the best dramas I have seen.I'm fascinated how well this story is made on every level, specially the actors and the studio environment. Even if many of the sceneries is made in the same studio room they made it alive and interesting. I haven't been in a real TV studio but I bet it must be almost the same.This story shows how fast news can destroy careers, and that's also the main plot for the morning show in my opinion.I can't say that Jennifer Aniston is the star in ""The Morning show"", even if I want to do that. She was good but not the best one. All actors made this story great and I hope we'll see the same actors in season 2.",9
"Takes Itself Too Seriously","While the technical aspects of this show are great (cinematography, lighting, editing, etc) I think it kind of beats its themes into the ground a bit. A whole season about MeToo, a season and a half about dealing with COVID... while I get the appeal to stay current I think it's a bit much. Take, for example, a show like The Newsroom that also covers hot-button topics. Almost every episode is about something different because the news is always changing (hello 24 hours news cycle).I mean, at the end of the day, this is about a morning show. People tune in to Morning Shows for an easy watch - celebrities cooking recipes and the anchors petting dogs for a local shelter - not hard-hitting anchors breaking stories.The shows is well-made, but I found it difficult to care about characters when their entire identities are their work. Don't create bland, emotionless characters and then try and get me to care about their self-induced struggles. The show seems to be built on conflict, much of it being created internally. They also seem to run out of plot points a lot for a show that is supposed to be focused on somewhat current events.I know this review seems pretty negative, but I am pretty harsh having worked in the industry and being a big fan of this subject matter. Overall, the show is well made. It just could be a lot better. Many people will enjoy this show and there is absolutely nothing wrong with that. Give it a watch for yourself and see what you think. I just expected more from the excellent cast and the amount of money they sunk into this thing.",7
"Omg I was hooked","So many twists and all the way through it keeps you thinking! Jennifer Anniston is amazing in this and such a different character from her usual but portrays it amazingly.
This is chilling at times and has some really good twists and keeps you guessing until the end! You don't get what you want but it works... I can't wait for season two!!!",10
"Too much profanity","Good content but wished there wasn't as many F bombs.",6
"Got very boring in season 2","Started out well in season 1 and superb ending. But season 2 was just loud dialogues, too many long speeches that bordered on lecturing. Over the top acting by everyone, you know they are desperate to be nominated. Very boring and annoying, nothing new just blah blah blah....",1
"I'm hooked!","Fantastic acting here by Jennifer Aniston- she is getting better and better with age! I'm at the end of episode 2, and what an ending! Can't wait to watch the third...",9
"It's about time!","Jennifer Aniston has found her voice again. Not in a sit calm but a actual grown up show. Bravo! Her comedy movies never showed her acting abilities. I have been waiting for her to do a serious drama since Friends ended...
The cast around her are more than just supporting rolls. Reese Witherspoon is a gem who plays off Jennifer perfectly. I haven't enjoy this kind of Television since The Good Wife.
Can't wait for the next episodes!!!",10
"The dark side of an TV Show","Yeah jus saw the 3 episodes... and the cast are amazing, bravo. Love Reese and Jennifer 2 power women.",10
"What the...I just watched!!!!","The morning show is the hottest tv series in America!!! I was so hooked watching the episodes. Apple TV + just created the best series. I could not leave to go use the bathroom or do anything else, not kidding! I just love it!!!
Aniston, Witherspoon, Carell, and Crudup are phenomenal. Great story and so relevant to our times and be able to see what is or could happens behind the scenes on tv-show business. Give it a try! Is fantastically entertaining. Can't wait for the next episode!",10
"A Lot of Truth About Today's Elitist Culture","I just finished the second season of this show and I think I have a different opinion of it than most of you who wrote in here have. My takeaway is that this show reflects the culture we currently are living in. From the beginning, to me, it was very evident that egos run large in those in people places of power, whether it be on a morning TV show, an average corporation, the elitists who run our government today, pretty much anyone who has enough money to buy themselves out of trouble. I know this was just a TV show, but the story was brilliantly written, showing the cracks in a society which values power, money, getting ahead. Skin color, nationality, sexual preference, or whatever issue of the day, over average everyday people who toil away just trying to make ends meet and/or raise their kids the best they can on a salary those who are making policy at networks, the top of the government, the WOKE society, anyone who thinks they are bigger and better then everyone else, could never live on!I loved this show because I don't think they meant to ""out"" what most of middle America sees in the new cancel culture currently wreaking havoc across the nation. I could actually review the show itself, because that is important, too! I disagree with many of you who took issue with season 2 because it was too woke, to scattered, too immersed in issues most of us do not understand nor care about. What was portrayed, and portrayed very well, I will add, by the actors and the crew involved, the writers, the producers, all, in my opinion, excellent, was that the cancel culture is and has gone too far. I'm not sure that was what the people involved in this project meant to leave me with, but I can tell you, I will NEVER watch a news show or morning program again without thinking about what happened on this show.If you go back and read my almost 100 reviews in here, you will see that I have been railing against Hollywood and their ignorance about middle America all along. This show highlighted my opinion! They threw all the blame on one character for being a sexual predator, and a racist because of innuendos and one woman's confession. This man, Mitch Kessler, excellently played by Steve Carrell, was ostracized and his 20 year career with 8 Emmy awards, was trashed until he ended up a pariah in Italy. And after taking all the blame on himself and being obviously tortured by his own decisions, drove himself off a cliff and died. Not one other person took any of the blame themselves, mind you! And THAT was the brilliance that many people who reviewed this show did not get.I loved this show because, for once, Hollywood outed itself! Some will say it's just a show. I know with all my heart, it was much more than a show. I truly have come to believe what is portrayed in this show is what is happening all over corporate America, Hollywood actors, and possibly the world. Those with the most money and a cause to blow it all over, win!! The rest of us, just trying to live our lives, make a decent living, fighting with family, loving our family, have became slaves to this new culture and the consequences often left behind or covered up like a cat in a litter box.Kudos to Jennifer Aniston and Reese Witherspoon for their portrayals as lead anchors on a popular morning show. The breadth of their talent was definitely apparent in this piece. In fact, the entire cast was excellent. I hated some of them, OK I hated most of them. I think the only one I did not despise was Mia, played by Karen Pittman and the Italian documentarian. So much talent, so well used. Everything was great, including the cinematography, the seamlessness of the story (good show runners!), and the brilliance of the writers. I don't know that they intended me to see through all the cracks in our, spoiled, specialty, WOKE, society, but as I said, I will never watch live TV again on any station, anywhere, with the same eyes!I highly recommend you watch it yourself. I will admit that the liberal progressive slant disturbed me at times, but they really did not make that the center of the show or I would not have binge watched it all the way to the end of the second season. There is enough content in this show to make every sides' opinions feel insulted at times. THAT is when you know you've made a good show! When every side doesn't get everything it wants! I will revisit my 10 rating after viewing season 3 if it does not live up to the first two seasons.",10
"Made my day","Best new show since The Boys, judging by the first 3 episodes.I've seen reviews rating it 1/10 because they don't watch politics in their show. Yeah f* you, don't watch it then? There's a million other shows without it.
I've also seen reviews talking about the swearing and how it's a sign of ""bad writing"". And to those: Have ypu ever listened to yourself talk? The swearing makes the writing authentic. We're seeing it more and more, most recent example would be ""Impulse"" on YouTune, that studios allow swearing in their shows, which in my opinion is the best that could've happened to tv. I mean, we all f*ing swear, don't we?Ok, that aside, let's talk about the show.From the start on it is clear that this is a show HEAVILY and daringly criticizing and/or atleast critically inspecting modern politics and especially the #metoo movement. I've personally talked about this with so many people before. Cause noone f*ing cares any more and careers get destroyed by it. Don't get me wrong, I am all for speaking up if there is something to actually speak up for and I am all for punishing those who are ACTUALLY guilty, but this show finally dares to deal with the dark side of this topic on a grander scale. +1 for that.Many shows today are about women's empowerment, and there is nothing wrong about that, and it's in this show too, BUT we also get to see the other side. It's not only that. +1 for that.The story so far is VERY entertaining and also really touching at times, not gonna go much more into detail on that. +1Now to more technical aspects: The show does a really great job with their camera-work. All those one-shots in the studios walkways are REALLY cool and give you the feeling of haste that must go on there and it really gets you into the scene, love that.Last but not least, I'll have to point out how truly great Jennifer Anistons, Reese Witherspoons and Billy Crudups performances are in this. Wow!Apple, you really outdid yourselves on this one. Great start for the service!",9
"Season 1 was a 10/10 Season 2 a 5/10","A shame really as the first season had me hooked, the pacing, the characters, the great performances from the cast apart from the guy who played the EP, he always looked half asleep and for an EP IRL that just wouldn't work or inspire. Reese Witherspoon wasn't the best casting choice for the second fiddle. But all the tension kept the show alive to the last riveting denouement in Episode 10.Season 2 was obviously the stretching the elastic as far as it would go series. It should have been left in the can. Far too many filler scenes and meaningless dialogue in a vomit of confessions in Italy of all places. Melodramatic and eyebrow lifting. And an addict brother and other subplots thrown in for good measure which loosened the whole story and had me yawning. Even through Jennifer doing her very best on her confessional atonement vomit at the end.Mixed review in the header.",7
"Do not trust the bad ratings","The show is amazing. The bad ratings make no sense to me. Yes it is politically charged but who cares. It is current and amazing. Reese Witherspoon and Jennifer Aniston are awesome and all the dynamics are intriguing. Not 10 out of 10 but every episode has gotten better and better.",9
"WTF","After a relatively good season 1, during which both leading actresses pleasantly surprised me in their roles, I continued to binge season 2.I'm giving up though, 2 episodes too early to finish this season too. This second season has gone so off track from the original storyline and actual TMS studio set, and has turned into one episode after the other being about rants and explosive characters, way too much drama to take in all at once.Jennifer's acting has regressed to what I know of her, and proved to me she isn't capable of anything really serious. Mmm.. it's all a bit of shame, as they did sort of start off well..My rating in detail would be: 8/10 for season 1, 4/10 for season 2.",6
"UBA goes IDK","A strong first season turns into a mushy mess with Aniston limping around with a on again, off again back problem and Witherspoon going gay. The Italy episode is a hot mess and if you're a fan of this series and haven't seen this one, take my advice and don't watch. If I ran UBA I'd bring back CAPT Kangaroo and boot all these senseless neurotic liars out on the street. Pathetic.",3
"Absolutely love this show!","While I admit that I have never been a Jennifer Aniston fan, the casting dept was spot on choosing her for this role! Having once worked behind the scenes in live television and spending many years in a studio, this show truly exemplifies the workings of a television show both on air and off! Reese Witherspoon and Steve Carey are also perfect in their roles! I subscribed to Apple TV just to watch this show, and I'm holding out on watching episode 4 because then I'll have to wait a whole week for the next episode! Yep. It's THAT good!",10
"Thoroughly enjoyable and entertaining...","I don't have any streaming subscriptions and never wanted one....until I made the ""mistake"" of watching the first 2 free episodes of TMS on TV+.
So now I have one, simply to be able to carry on watching this compelling TV drama. In short, I love it. Some really classy acting, a great storyline with real relevance to today's world, and good fun at the same time !
I also happen to have worked in breakfast TV in the UK and TMS accurately replicates the seeming chaos that goes into what appears to be the polished end-product called a breakfast tv show!!!
Well done to all involved, cast and crew.",10
"Not my usual fare but WOW!","The acting in this is just superb! LOVE the story and it hooked me from the first episode.Trying not to binge my way through in lockdown. It's become a daily treat!Well Done Jennifer and Ryhs!",10
"What a Gem!","What an incredible surprise this show is! ALL of the characters are incredible! Each and everyone! But Mark Duplass is stellar! I recognized him from some other show, where he played an awful character-but played it well. I hope they keep him in the cast! I don't ever want to see this show end! WOW! How Relevant can a show get! This is stellar! This is REAL LIFE as we do NOT really see from the outside!",10
"Just wow!","Jennifer Aniston just won an Oscar. Episode 10 is the best one. The one who was in charged for picking all the actor deserve an Oscar too haha. All of them were amazing!",10
"Aniston's best work","Watched the first 3 eps last night. It's brilliant ! Timely and emotive, but funny and well paced as well.
Reece Witherspoon is always amazing in everything thing she does and she seems to pick really great material and this is no exception. But Jennifer Aniston is the real reason to watch the show. Her movie choices often haven't shown her acting chops in the best light but this is totally her best role . It's really meaty, and well written and she is playing a real character with flaws who I'm excited to see develop. Tv is definitely the place to come these days for great acting and Story telling. Ignore the ""critics "" this is damn good television !",9
"Waste of time","The first season was good, shame the same can't be said about the 2nd season. We found ourselves just watching it just to finish it. What a waste of time.",6
"Well maybe one of the dogs had an abortion","I liked this show a lot, but by the LA fires episode with the line ""Well maybe one of the dogs had an abortion"", true gold. Amazing writing, outstanding acting, sharp cinematography. Deserves all the accolades. Outstanding show. 9/10",9
"Well done negativity","Though well written and performed, the problem is watching each episode is like getting your daily dose of negativity. Everyone has baggage, quarrels and shouting in nearly every scene. It gets tiresome.Great story telling though.",7
"Only season 1","The first series is great. The second is a waste of time.",3
"Brilliant","Nothing more to be said. Loved it from start to finish. The acting, the story line, the lot 👍👍",10
"Riveting. Great script, great direction, great cast!","So well written and well acted. Every character was credible. So good to watch an original show as opposed to the 1 dimensional mind-numbing junk that Netflix keeps dishing up lately.
Keep making high quality programs like this one Apple, and you will surely win the streaming wars.",8
"Absolutely Brilliant","I'm a conservative and a Trump voting Republican. I started watching The Morning Show because I was interested in the Matt Lauer story. To be honest I was a little concerned that their take on his story would come from a ""Me Too"", liberal bias and that I'd probably not make through the first couple of episodes. I was wrong. This show is absolutely brilliant! It does an excellent job of showing both sides of the story; what it feels like to have our current Cancel Culture judge and destroy lives. It reveals the consequences of bad choices, but it also has empathy for people who have made mistakes, and have a desire for redemption. Season 2 is even better than the first. The writing and acting is brilliant. Im looking forward to where they will take this in Season 3. This is the currently the best show on television! Conservative or Liberal, there's something for everyone.",10
"Great characters and excellent acting, makes appletv+ worth it","I will admit that this was the first series on appletv+ that I watched to completion, the leads casted were too difficult to pass and I was not wrong! Great performances by everybody including the supporting cast. Whenever somebody feels #metoo is having difficulties staying afloat in a field which has many trending hashtags in 2020, this series will just reassure to make it still relevant.This is a must watch, not because it depicts gender bias but rather takes the viewers through the fine silver thread of what is moral and what is not.
Jennifer Aniston, as one reviewer mentioned that her talent was wasted in Friends for so many years - I couldn't agree more! I don't say FRIENDS was bad, its still a series I binge watch once in a while but I sincerely think she has lots of scope to try various genres and excel in them.
Read the plot from the summary, if you are interested in the setting I can assure you its a real fun watch!",8
"Really, really good","This show absolutely blew away my expectations. Id rank this right up with some of the highest quality television Ive ever seen.Stunning performances from all cast. Great to see Pete from The League in the mix with a much more serious role. Reese stunning work as ever. Steve Carrell absolutely nails it. Jen I thought struggled on some of the 'angry' scenes but was overall very good.The show almost feels like a bit of a Mystery genre given youre strung slong with not wuite knowing whats actually happened and wondering who's in the right.The handling of the #metoo issue is nuanced, and balanced. It generated a lot of heated back and forth in our household. The issue is not a black and white issue, and there are subtleties to the individual circumstances. Yes, there is a bit if a message in there eventually. But its balanced, and delicate. There is no overt agenda being jammed down your throat. Frankly any reviewer saying otherwise is a bit of a loon.The characters and situations are REAL. Like VERY real. This is what really hits home about the events and what gives the show a strong emotional resonance.To summarise, absolute must watch. Very few negatives. Highly bingeable. Very much looking forward to a second season.",10
"Amazing show","I absolutely enjoyed every episode of this show, acting ans storytelling was superb, dealt exceptionally well with a very real and current topic, a must watch",10
"Hit and miss","I really enjoyed the first season but the second season is hit and miss with maybe two decent episodes. The others were lacking and characters simply whiney throughout. The last episode killed it for me completely. It wrapped nothing up and became a covid borefest, of which, I am sure we are all sick to death of hearing about after the last couple of years. I'm not really sure what the writers were thinking. I really expected much more! I doubt I will be watching the third season which is shame really because there was so much potential which I am sure will be used to drag out yet another season.",7
"Surprised me how good it is","I started watching with low expectations and started liking it. Then I thought I knew where it was going and it went a direction I didn't expect, but this made the show even better.",10
"What's left on the cutting room floor?","Firstly just need to say I really enjoy the show. The main characters are well rounded and seem to fit well. Several strong characters all squeezed in. But my small complaint is that there seem to be huge gaps in story lines at point. It's as if (and most likely is) they have removed sections of film in the edit to fit within episode time limits. This is most noticeable in series three. On several occasions I've had to rewatch a previous episode because I assume I must have missed an important plot point due to leaving the room, being distracted or falling asleep. Only to find I didn't miss a second and I'm just expected to catch up. Fortunately it's a very enjoyable show.",6
"Barf. Egos gone mad.","Initially, a good show turned into garbage. Unbelievable these peoples egos and God syndrome. It's kind of disgusting how they plug in all the jargon in popular words that are happening. These people think they're indispensable. It's really turned in the garbage. Probably the most gross show I've seen. I can't believe that these people think they're so important. Funny how the money goes to their head. Egos gone mad. It's really just a bunch of crap. Disappointing show. Like they think they're so important. America can't go on without them. They're really just trashy people. Money can't buy class.",1
"Must see","This series is enthralling with an all star cast and supporting actors who steal the scenes they are in. Every minute is full of action and dialogue. Both lead actresses break the stereotypical roles you expect from them as well as Steve Carell. I watched all 10 episodes in one weekend. I hadn't heard about this show until I boarded a cross country try flight on American. Once I saw the first episode, I downloaded and subscribed to Apple TV. The only thing missing here is better marketing so that everyone sees it and we are guaranteed many more seasons. The storyline opportunities are endless and I need many more scenes with Billy Crudup. So we'll acted, so we'll directed, and so well written; this series is a top favorite for me personally. Thank you and bravo!",8
