Content,Platform,Title,Rating
"The build up through the first 4-5 episodes lines this series up for a great tale that leaves one expecting more than it delivers.The story relies on flashbacks and jumps to present to build a very good narrative. This narrative builds to a few interesting twists and flashpoints that becomes slower towards the ending episodes.Some epic and stunning scenes however make this a worthwhile watch. Casting is very good, performances are believable and the entire story leaves one hoping to see more of this story to be made by the end.Definitely a great Sci Fi offering mixed with mystery and fantasy with a dose of factual and even historical context. *(referencing the WOW! Signal, and starting during the cultural revolution in China).Obviously targeted towards nerds and sci fi geeks with heavy references to Nano tech, particle physics and astronomical science fields interwoven with dimensional theoretic research and Virtual reality gaming. Well made and at times intensely interesting, while having long moments of slow dialogue. Overall worth a 7/10.",IMDB,Great foundation for a thriller that simmers not boils,7.0
"I cover the implausibility and stupidity in the next section of this review. Firstly, I would like to address how utterly painfully dull and boring this show is. Tedious hours of sleep-inducing dialogue between characters that no one cares about. Honestly, is there any character in the show that you don't want to die? I can't think of one.It's like someone said, you know what is wrong with sci-fi... All the damn science fiction! I want a sci-fi show that focusses on the soap opera drama of who loves who and should I tell them, rather than doing much actual science fiction.There is no tension, no suspense, no immersion, no world building, nothing. The characters are dull, unbelievable and most unforgivably they are boring. It's like the script writers were told to write for drill bits rather than humans.This show makes no sense at all, at any point. Here are some of the most glaring and insulting aspects of the show:
1. How many decades were the aliens talking to the old white dude on the boat before they realised that humans can lie? This is shockingly stupid. Moreover, how do their omniscient proton sized all seeing super computers miss this fact? These supercomputers are so powerful they can control all the technology on the planet but for some reason, they missed that humans can lie. Ok
2. The supercomputers and their alien cult were actively disrupting human scientific discoveries, murdering scientists and driving them mad with visions... Before they decided that humans can't be trusted. So why did they abandon their cult? Stupid.3. Why would this alien species create a simulation in which to tell a couple of humans of their dastardly plan? Great idea that, never goes wrong. Not only did they tell them, ""This is our plan"", but part of the explanation also includes their weakness. They need humans to not develop technology, or they won't be able to invade. Oh, and they gave humanity a 400-year head start of trying to overcome this problem. Mental.4. How in all that is holy, is using a nano egg slicer to cut a tanker to shreds, the best way of ensuring you do not destroy the alien tech onboard? How? Why? What???? Absolutely beyond stupid.5. Why did they let the traitor woman go? She keeps saying, what crime have I been arrested for? How about murder, conspiracy to murder, risks to national security. Or how about being a traitor to the entire human race and potentially all life on planet Earth. But sure, let her go free, why not, what's the worst that could happen? Unbelievable nonsense.6. The scientists that willingly put on alien tech VR helmets are incapable of seeing the risk in wearing a mind reading helmet. Hmmm, very clever geniuses.Surely if an alien species wanted to colonise Earth, with the tech they have available to them; why not use it crash all the planes, turn off the internet, power down the power stations. Seed chaos and provoke in fighting, pitch people against themselves with a war of propaganda.Or why not just launch all the nukes, take over and control advanced military systems like cruisers and stuff, destroy humanity with its own weapons. Seems a lot more effective than using moderately harsh language to insult us (you are bugs).In fact, why not go to a planet that doesn't have an advanced sentient race capable or destroying you if you get here too late? Is there a rush? Do they only have 400 years before they run out of fuel and snacks?Surely, if they can unfold higher dimensions of physical space to expand a proton to the size of a planet and turn it into an omniscient supercomputer; they could terraform a planet? It makes no sense.Whoever wrote this show should be forced to watch it sober, while someone shouts at them ""WHY?"".If you want better sci-fi shows, watch any of these: The Expanse, Altered Carbon, Love Death Robots, Black Mirror, and Battlestar Galactica.",IMDB,As boring as it is dumb,1.0
"Great adaptation! I was constantly clapping throughout the show because I could see the pieces being set up for future installments. Adds more character to each of the main people in the book trilogy-I loved their interactions that we didn't get to see a lot of in the book. This shows how strong of a sci-fi plot these books have and by combining setup from all three books creates a better weaving of storylines. We need season 2 and 3. The events in this season are well performed, but you can feel that this is really just setting up much bigger things to come! Would love to see how the slight changes made to the source material allow character arcs to continue with more episodes.",IMDB,"Worth the hype, deserve higher rating!",10.0
"3 body problem ' delivers an exhilarating viewing experience, boasting a stellar cast and captivating soundtrack. From start to finish, the series keeps viewers on the edge of their seats with its thrilling storyline and well-developed characters. Each episode is a rollercoaster ride of suspense, intrigue, and unexpected twists, making it impossible to look away. With top-notch performances and a soundtrack that perfectly complements the events, '3body' is a must-watch for anyone craving excitement and suspense in their binge-watching lineup. Really good show with unique approach and impressive storytelling. This was a very entertaining season to watch and recommend everyone check it out. It definitely deserves a second maybe even a third season.",IMDB,Netflix Don't u dare cancel this show!,10.0
"The first five episodes of this series are phenomenal regarding plot. The tension, weight, and unknown knowledge is tantalizing to say the last, which helps push past some of its unlikable or flat characters. Jin is probably one of the more interesting characters whose story arc is done the most justice. I think growth needs to be seen in other characters more quickly, or perhaps the nuance needed for the larger philosophical questions the show poses needs more time. I feel that with Jin and Will most. Are some choices far fetched and illogical even for a grand sci-fi world such as this? Yes, but on the whole it works out. Again, the first five episodes are stellar (word pun for those who have seen the show). It is definitely worth watching, and I hope gets a second season!",IMDB,"Great plot, some major characters are lacking",6.0
"3 Body Problem: The first novel in the trilogy by Cixin Liu has been adapted for television. Much of the action has been shifted to the UK with Liam Cunningham playing Wade the Intelligence Chief who is fighting the Aliens. Great to have an M with a Dublin accent! The china sequences set during the cultural Revolution are important to the development of the plot and even more so to one of the main character's attitudes towards the Aliens. The advanced VR games are neatly slotted into this series as is the a;iens ability to control some events from and be seen by some humans as lords. Conspiracies, assassinations, scientists committing suicide and a united UN Security Council (!) along with d centuries spanning plan allow the narrative to unfold. A dark series, lots of violence and gory deaths from the outset. Don't miss this masterful adaptation. Created by David Benioff, D. B. Weiss and Alexander Woo, based on the Hugo Award winning Chinese novel The Three-Body Problem by Liu Cixin. Eight episodes on Netflix. 9/10.",IMDB,M With A Dublin Accident,9.0
"Its good scify as most movies are average this one has a great cast and the pace is faster than the Chinese version. All the episodes were interesting full of concepts involving nanotechnology, A. I., computers Some parts drag it down like the love story. The best parts involve a look at the drama of the people's revolution and how repressive tyranny is and there is no masking the idiodecy of the perpetrators. Any form of fascism, religious delirium as a projection of God onto the aliens which is absurd. The premise that we are not perfect enough to pass the stringent values of another species is truely explored as we can be stomped out like bugs.",IMDB,Good scify,7.0
"After binge-watching the entire season The Three-Body Problem, I can confidently say that Netflix has delivered yet another captivating and visually stunning masterpiece.Attention to detail, setting a tone of intrigue and mystery. Intertwining historical events, scientific theory, and extraterrestrial encounters, masterfully brought to life through superb storytelling and compelling performances by the cast. The characters are richly developed, each with their own complexities and motivations. Landscapes of alien worlds to breathtaking depiction of advanced technology, the visuals are simply spectacular.The source material requires some active engagement and a willingness to grapple with complex scientific concepts and philosophical themes. While this may pose a challenge with shows typically being background noise for me while I work, I've been more than willing to invest my time and attention replaying the series to catch missed pieces. It's a rather thought-provoking and intellectually stimulating compilation.Slow at times, particularly in the early episodes as the groundwork is laid for the narrative. Similarly to The Peripheral on Amazon Prime, the show is not ideal for passive casual viewing. Though with thought-provoking ideas and exploring the boundless possibilities of the universe, for fans of science fiction and intellectual brainstorming, this series is personally an unexpected winner.",IMDB,Thought-provoking ideas & exploration of boundless possibilities,10.0
"I've never read the books, so rest assured I don't view 3BP as some sort of sacred cow, never to be touched unless to achieve pure perfection. However this series does struggle.My biggest gripe, is the trailers present this show to us as a dazzling, big-budget, mind-bending sci-fi epic. However 95% of the scenes look and feel like they're straight out of a low-quality BBC drama. It's drudging at times, and you do start to feel like you're never going to get the pay-off you deserve at the end.And after 8 episodes, that's pretty much what happens. I'm aware that the original story is complex and will take time to come fruition on screen, which is fine, but you need something along the way to keep you with it. It's sorely lacking in this regard.A cruel yet reasonably accurate summary, would be a group of friends gassing about how clever they are for 8 episodes, interspersed with a few scenes of psychedelic space-guff that never seems to progress anywhere quickly.I've been harsh here, but the premise is intriguing enough for me to watch a second season if it ever comes to pass. However, knowing how ruthless Netflix are in this regard, and how poorly the show has performed on the platform so far, I won't hold my breath for it.",IMDB,Don't get hooked in by the trailers....,6.0
"The show is so uneven and uninteresting. I'd go as far as saying it's one of the most unengaging series I've seen in a very long time. The actors are terrible, except for one actor who gets killed off in the first few episodes. Some of the acting is just plain wooden (for instance the Navy officer). There are a 2-3 thrilling VFX scenes but apart from that the show is very dialogue heavy and a lot of it is just badly written. There are so many scenes that are stretched out for no reason and you could easily fast forward the whole series and still not miss any crucial plot points. Honestly I watched it because of all the hype, that's 8 hours of my life I'll never get back!",IMDB,8 hours of my life I'll never get back! I can only warn you,2.0
"This is so fantastic, I haven't watched something this good in a while and I've seen everything. Highly recommend watching as I think people don't discuss enough just how much you'll fall in love with the characters not only the creative and captivating story. This show is so thought provoking, action packed, emotional, suspenseful and beautiful.I didn't realise there were books so I will start reading those in the meantime in anticipation for season 2. Again, shows and film and be subjective so give yourself the opportunity to enjoy this show for what it is and how much effort has been put in.",IMDB,This was great people are too judgemental these days,8.0
"Brilliantly translating the mind-bending concepts and intricate narrative of the acclaimed sci-fi trilogy to the screen. Stunning visuals, labyrinth of ideas and storylines, skillfully condensing the dense source material while retaining its essence. The result is a compelling and thought-provoking exploration of humanity's place in the cosmos, our relationship with technology, and the ethical dilemmas that arise when confronted with the unknown. Breathtaking cinematography, and a stellar cast that imbues depth into every character, ' series is a must-watch for science fiction enthusiasts and anyone who appreciates intelligent, boundary-pushing storytelling. Elevating the source material to new heights.",IMDB,One of finest sci-fi shows ever !,10.0
"I'm in my late 60's and love sci-fi, books, films and tv. I was looking forward to this because of the pedigree of production and writing and also acting crew from GOT. This has got to be one to watch. I was even prepared for it to be weird with a fair amount to be expected not to be explained and revealed later. What I wasn't prepared for was the video game element by an alien race that doesn't understand the concept of lying that is doing just that, while travelling over 400 years to get to earth from a dying planet to destroy the earth for humanity so as to keep it for the aliens. These aliens call themselves Lord and revealed themselves to humanity in the Wow signal, and told us not to respond as if we did we would regret it. And it all seems to being coordinated from the UK which is completely bizarre and not the USA! Story in a nutshell. It's a bit like Monty Python does alien invasion. And where does the flashing countdown come from if the aliens are 400 years away? Too much of a disconnect between what should and shouldn't be possible even for fantasy sci-fi.",IMDB,I'm used to weird but it has to make sense?,6.0
"Extremely deformed version of the book that evacuates most the philosophical and scientific elements that made the book win the Nebula Prize.It isnt a complete waste of time though, but This is not HBO. The quality of the acting, the CG and the teleplay is on par with B level sf series the likes of Salvation or Manifest. The styling and the cliches are often unbearable, for example, the 3 piece suit wearing Intelligence officer stting by himself in an office looking like a trendy manahattan bar,. (Facepalm)
And i will not discuss the DEI washing that took the story out of China like where it's supposed to be.Fun but dont expact too much.",IMDB,"If you like science read the book, if you like boring dialogs watch this",10.0
"As a seasoned fan of the original work, I'm very satisfied with the adaptation! I understand that this book might be difficult for Western countries to grasp, especially the part about the Cultural Revolution at the beginning. As a part of Chinese history, it remains very sensitive, and many works must be subtly filmed domestically. But Netflix has managed to produce it. This is the beginning of all stories, where despair for humanity drives Ye Wenjie to seek help from other civilizations. She betrays Earth, for a very understandable reason.This version with adaptations seems to be huge, but be patient please. If you finished the whole season and you are TRULY familiar with the book, you will find that all adaptations was very creative and fantastic and it's very fun to guess which person represent which one in the book. It will blow up your mind in the end and you will smile knowingly.Although there are a lot of people complaining the change of characters, the core of this story was kept and filmed in a way that deelply shows the main conflict between people's politically view, belief and destination. I like the silence, the sadness, the grasp of breath and the huge fear this show brings. It is really good.",IMDB,"This is not a story rooted in China, it's a story for the human-being",7.0
"Mostly people talking. Not a whole lot of special effects.Auggie was my favorite character. I think people who say she's annoying have never faced a moral dilemma on the level she was. I hope the actress who played her reads this, I think you did a great job.I usually watch movies by myself. I don't have any one to complain to anymore. I could probably write a book offering better solutions to just about every aspect of this series.For one thing, these aliens can't understand a child's fairytale? They're watching everything somehow? Great. Take the people working on solutions into a lead lined room and have them communicate on paper through allegory. Then burn the paper and don't mention anything when you're out of the room.The big boat? Use a seal team or some freaking ninjas or something. That was stupid. The whole boat collapsed into a pile of burning pieces but they quickly found the guy and his hard drive? As if.Cancer dude was so so irrelevant to everything else, like there's not 8 billion people on the planet to choose from to send on your oh.. failed mission?The aliens don't like liars but they're cool with killing?It was fun to watch, good atmosphere most of the time, cool premise, pretty good acting and it's set up for several seasons if they do it right, but god whomever wrote this book it's based on.... Why rely so much on people suspending their logic to tell the story?Also, if you're reading this, please go feed your cat. It's hungry.",IMDB,Where do I start... Auggie was my fav and...,8.0
"""Twisted""
As Netflix releases another series which was said to be from the creators of Game of Thrones and based on best-selling novels, we as viewers can expect too much from it and the result?The story narrates a scientific encounter that has been faced by generations and every time, there is a mystery yet to be unlocked but are those enough to fix the problem of a worldwide phenomena?This new series of Netflix takes us to a fictional past, present and a yet to be future wherein there might be another form of life living amongst our own solar system. A story that is full of mysteries, suspense, problem solving and will likely take your brains to another level of thinking. Are we in a simulation? Are we not alone? Are all destined to perish just like that?Whatever happens, don't let three suns intertwine with each otherA series that is worth the watch. Now I need season 2. Bring the rain#3BodyProblem is an 8/10 for me. Might need a rewatch.",IMDB,"""Twisted, Suspenseful, Intense""",6.0
"... the first 4 episodes really had me but after that I was ready for the season to be done. Why do you have to make a season unnecessarily longer than it needs to be? I really was exhausted when I watched the last 4 episodes. They could've cut off at least 2 characters by then! Mostly because the book is (of course) so different with the characters. Season 2 already sounds exhausting to me, unfortunately. Still I think this is a great science fiction show and I hope that more shows like this will he made! Just with the more important things in mind and cutting off all the unnecessary parts. For me it is still a must see, but take your time and be patient.",IMDB,Well...,8.0
"First the good news. This is a really meaty piece of sci fi .full of ideas neatly strung together into a compelling and satisfyingly complex plot. Nothing thin about this narrative as it deals with the Earth shaking events that arise from the reality of alien contact..
3bp does a good job of suggesting how this event might impact on human society even if the invasion will not happen for 400 years. This detail allows for plot nuance as arguments.arise concerning the merits of committing vast resources to something that will not happen for nearly half a millennium.On a human scale 3bp serves up some interesting sub plots- illness and unrequited love among them.And the bad news? Well there's not too much.The casting ofsome main characters is a bit uninspired but not terrible. And the production values sometimes look a bit drab.",IMDB,Flawed but entertaining,7.0
"The first few episodes really caught my attention but soon I felt that the later episodes were just stretched for no reason. Some of the later episodes were only filled with the characters just preventing each other from doing their tasks. I mostly skipped through those parts.The first few episodes were really interesting. Overall good could've been better. I guess there will be more to show in the next season. So eagerly waiting for that.I did find some of the expression of the actors to be repetitive, like predictable of some sort. That could've been better. 7 stars just for the first few episodes.",IMDB,First episodes caught my attention,10.0
"How David Benioff and D. B. Weiss continue to get jobs is both fascinating and beyond the pale.It takes a special kind of mediocrity to be given the unique opportunity to adapt one of the greatest sci-fi books of our generation and reduce it to this quintessential, mindless Hollywood garbage.Character development? Zero. Western adaptation? Sophomoric, clumsy and cringeworthy. Script? Mundane and uninspired. Pacing? Rushed to no end (you basically get half of the first book in 30 minutes).Look, there already is a Three-Body Problem TV show. Granted, it's from China, so there are many stylistic differences that aren't going to work for everyone, but it honors the source material, it gives both characters and story time to breathe and room to grow with the audience. It's a little slow and it doesn't have the panache or photography of a Hollywood production, but it's light years better than this.Do yourself a favor and do not watch this travesty.",IMDB,Trash adaptation by trash writers,3.0
I haven't read the book but might be far from the book but still enjoyable we want season 2 ASAP I hope Netflix should make the season 2 ASAP. Very interesting and entertaining pls give us season 2 Netflix I beg you.... watching the Chinese version now but I prefer this version since it's more entertaining ... I hope Netflix would read this lol hehehe but seriously this is a good unique Sci film series I'm sure the book is better but I don't like reading books I prefer watching I want more of like this unique stories I want aliens like this very good I love it from the start anyway I hope Netflix should renew this asap.,IMDB,I love it I want more very entertaining!!,10.0
"Eric's Grade: A-
'3 Body Problem' is an American adaptation of the Chinese novel of the same name by Liu Cixin. The series was created by David Benioff and D. B. Weiss of 'Game of Thrones' fame along with Alexander Woo. 'The Three Body Problem' is the first book of a trilogy called 'Remembrance of Earth's Past' all of which were highly acclaimed science fiction books. The novels deal begin during China's Cultural Revolution before getting into a first contact narrative along with some incredibly hard science fiction concepts. For the television show the primarily Chinese cast has been turned into an internationally flavored cast based mainly out of England which is a bit easier for western audiences to digest. This first season presupposes that there will be more seasons coming to develop the story as nothing is clearly resolved as the credits roll and there is still a vast amount of narrative ground to cover. Season 1 debuted on the Netflix streaming platform in March 2024 totaling 8 roughly hour long episodes.During China's Cultural Revolution Ye Wenjie witnesses the death of her father before getting sent to a remote camp called Red Coast Base. There she discovers they are seeking extra terrestrial intelligence. She actually makes contact, but the resultant message is a warning, and it is left to her to decide to proceed at humanity's peril or abandon the effort. In the UK in present time we are introduced to a handful of young physicists who are friends, acquaintances and colleagues. Recently physics experiments have been going awry derailing high level scientific experimentation. In addition a large number of physicists have been bizarrely committing suicide. A couple of the friends receive a headset that is technologically advanced and places the wearer in an extremely lifelike simulation with no real stated mission other than to figure out stable versus chaotic eras on a planet in a multiple star system hence the 3 Body Problem of the title. As the layers of the onion are peeled away humanity pivots from the idea that this is all a great cosmic oddity to the idea that not only are aliens real, but they are on their way and are possibly here already. How will humanity deal with that knowledge and prepare for what's coming?Liu Cixin's novels are incredibly high concept and deal with some pretty dense physics so I was fascinated to see how this adaptation would incorporate what is some pretty hefty science into an entertaining and digestible narrative. I think this show succeeds in an area where many may feel the novels lack a bit and that is in their characters. I remember less the characters from the books and more recall things that happened to specific characters. Part of that may be me getting muddled in a decent quantity of Chinese names that all sound very similar. Here greater care is taken to make each character important and have agency. Another change along those lines that works for the better, although perhaps a bit improbable, is to make many of the primary characters a group of friends. In the book all of these characters were disparate people for the most part, but it means a bit more as they struggle together, not only for humanity, but for one another. Most of the actors are unknowns with some notable exceptions including 'Game of Thrones' alums John Bradley and Liam Cunningham along with Jonathan Pryce and Bendict Wong. All involved do a very good job here. Not everything is explained, but it doesn't really need to be. This is an adaptation that can be enjoyed by fans of the book, but also the show doesn't weigh itself down with dense concepts and instead lets the camaraderie of the characters hold it up so that by the final episode you are invested as much in their fate as you are in the fate of humanity. I hope that '3 Body' secures more seasons and is allowed to tell its story in full because, if the first season is any indication, it could be a heck of a ride.",IMDB,"3 Body Problem season 1 (2024, Netflix) High concept science fiction gets a stunning treatment from Netflix and creators Benioff and Weiss",9.0
"Yes we are, but that is one of the few scientific correct statements in the show ;-)There are many exaggerations, mostly in physics, which are communicated in all seriousness, and that obviously comes from the source material, which I did not read btw. But I watched 'The wandering Earth' movie, which is also an adaptation of a story by the same author, and is sometimes ridiculously over-the-top exaggerating even for very seasoned suspenders of disbelief.Since this series is a western production, it fits more into our world as we are perceiving it, and thus can be more serious while still believable.However, the show is more of an ensemble-driven Mystery/Drama/Thriller, and lives mostly from the great performances of its actors, foremost Liam Cunningham, Jess Hong and Eiza Gonzales. On the negative side, some actors are wasted, like Jonathan Pryce (Evans) or Saamer Usmani (Raj).The dialogs are sometimes a bit clumsy or not really elaborated, but mostly of decent quality. The best lines got Thomas Wade, and they give Liam Cunningham the opportunity to steal every scene where he has to deliver them. Though this is the best and most humorous character in the show, he is also the most unbelievable one, a superman of espionage and tactical knowledge, but also equipped with nearly unlimited financial resources and power to found and run single-handedly the complete defense program against the aliens. His rank or position is never really shown IIRC, but in the books he is a general, I think.Pacing is a bit slow, but It seems that the producers wanted to create a very close adaptation of the source material, with some added diversity in location, race, and spirit.The score is noticeably made by a master of the arts, who is, in this case. Ramin Djawadi.I think they succeeded in creating a captivating high-profile show, but failed to deliver something extraordinary.There are some cruel scenes (in the beginning, but also later near the end), which in my opinion are not beneficial to the overall value of the show.I give this show a harsh 6 for several missed opportunities, but I highly recommend it as a very good binge-watch.",IMDB,We Are Bugs,7.0
"""The Three-Body Problem"" is an ambitious sci-fi series that takes bold strides in tackling complex ideas but falls short of fully developing its compelling concepts. Based on the acclaimed novel by Liu Cixin, the show explores the ramifications of humanity making contact with an alien civilization through multiple storylines spanning centuries.Visually stunning vistas of its futuristic world and thoughtful examinations of science, history and the human condition make ""The Three-Body Problem"" a feast for minds that enjoy pondering our place in the vast cosmos. It's clear the creators aimed to craft a sprawling yet intricate tapestry in the vein of lauded predecessors like ""Game of Thrones"" with their exploration of an expansive sci-fi universe.However, as with any ambitious undertaking, not all elements are perfectly executed. While the intriguing scenarios the characters find themselves in kept viewers engaged, some felt less connected to the people at the center of the story than the grand ideas they grappled with. Additionally, the series sometimes struggled to weave its many plot threads together cohesively or explain complex scientific concepts in an accessible way for all audiences.With more focus given to allowing the audience to relate to the characters on a deeper level and simplifying dense explanations so as not to lose less scientifically-minded viewers, ""The Three-Body Problem"" could have achieved greatness. As it stands, it remains a thought-provoking, if flawed, addition to sci-fi that leaves the mind pondering its mysteries long after the final scene. While not perfect, it takes admirable strides in asking stimulating questions about humanity's place in the stars.",IMDB,An Ambitious yet Flawed Sci-Fi Epic,10.0
"....and having watched the Chinese series I thought this series was a good watch. Different maybe, but enjoyable.I can see they (Netflix) have made an effort to get away from the usual sci-fi trope of casting models as key characters, though could still do better, both Liam and Benedict are great characters.Prior poor reviews seem to be stuck in one of two camps, either the anally retentive who complain the script doesn't stick to the Chinese book and characters or those who similarly moan about the science. It's called science fiction for a reason - at least it's not crappy Marvel nonsense.Sit back, chill out and enjoy.Just heard Netflix are going to can it after the 2nd series. It was the last decent program on Netflix, that's now become so polluted with low budget reality shows about dysfunctional wannabes selling houses or getting off with people they haven't seen. BORING. Time to end my subscription.",IMDB,Having read the books....,6.0
"There's the story. Then there's the characters. A great story will survive clumsy characters. Great characters you'll come back and watch even if the story is nonsense or the production weak. Particularly if the script has charm.I think what we have here is an ensemble cast to give character focus to a global audience and a script that isn't too challenging.No character takes dominance so we're watching a number of story arcs and time periods played with mixed ability. Some of the acting is not great - I mean acting = talking without blinking or disturbing the lipstick on my new trout pout, not great.They've tried to do the same Expanse/Game of Thrones thing with a whole gang of fascinating people. But by and large the characters are a bit dull or as flat as a dehydrated alien.So a brave attempt, but the doubters who said the books were unfilmable might have had a point. The things that made the original story was the occasional pauses to dip into interesting details and personal dynamics - like in the cultural revolution. But there's no time for that. We're skimming the fine detail to chase the story.It takes most of the first book and hindsight over the story to begin to appreciate the aliens and what's happening. I think if you haven't read the books, then it's just a sequence of oddness. Like being dropped into the middle of a game where you have no idea of the rules.Be a shame not to do Season 2, but I won't grieve.",IMDB,It's OK. You kind of want to stick with it.,10.0
"Game of Thrones: Universe. Sci-fi horror that isn't afraid to be geeky. Am enjoying up to Episode 4 so far. The subtext of America vs China in the original story dont make sense given America's superior technical achievements. The show is an improvement over the book's weaknesses. I hope they continue the story, We need more series and movies like this that explore more interesting ""good guy"" ""bad guy"" dynamics like this one. Also nice to see science or some physics in movies to push peoples imaginations on what's possible. Overall Absolutely brilliant, the show actually let's you think a bit deeper about humanity and the what ifs. A must watch for any sci-fi fan. Definitely needs a season 2 & 3.",IMDB,very impressive and joyful recreation.,7.0
"I haven't read the book (translated version), but I'm sure scientists the world over are mature people who have reached the pinnacle of profession after years of struggle and hard work. The scientists in this series are young 20 somethings? Wow! Are they all child prodigies? Or did Benioff and Weiss make this series only for young target audience? Anyway, the acting sucks. Benedict Wong looks amused all the time. Maybe he was wondering ""what am I doing here""?And there is no need to need to kill characters off a la Game of Thrones! Do these guys know how to write anything apart from popcorn chaos thrillers?Had more expectations. Ah well! Better luck next season guys.",IMDB,Not riveting enough,10.0
"As someone who read the original novel, I honestly didn't expect much from this adoption because i know it is extremely hard to tell this complex story plus the hardcore sci-fi elements are puzzling. But I was really impressed after binge-watching all of the episodes and it was really really good. The casts performed a masterclass in acting and the music and the filming are simply brilliant. I understand that for some audiences, some part of this show so far seems boring and too focused on some individuals; however, I promise you that it will get better in the next season (i really hope that there will be a season 2 and 3). Season 1 is more like an introduction to what is going to happen next and the original novel's brilliance starts in the 2nd book. This is not like Dune or Star Wars or some other sci-fi where it's just basically a family story in a futuristic setting. This is a HARD-CORE sci-fi with a BIG picture.",IMDB,"Believe me if Netflix renew it, u all will witness something u won't forget!!",7.0
"A marvelous epic tale of super suspension of disbelief, having obvious qualities, semi-interesting entertainment & flow, overall good acting, but suffering, suffering and suffering from logic and thrill.8 episodes in and after nearly 8 hours, we know nothing about the aliens, besides CGI eyes and holographic artificial presence, are back to square one, praise bugs all over the world and have lots of work to do!Characters to get rid of in a possible season 2: Saul (soulless), Auggie (most of all - zero scientific personality), Da Shi if Benedict Wong doesn't improve his acting.Screenplay/storyline/plots: 6.5Production value/impact: 8.5Development: 8.5Realism: 6.5Entertainment: 5.5Acting: 7.5Filming/photography/cinematography: 8VFX/CGI: 8.5Music/score/sound: 7.5Depth: 7.5Logic: 2.5Flow: 5.5Adventure/drama/fantasy/sci-fi: 7Ending: 7.",IMDB,[6.9] Problems all over,1.0
"What the heck is that?I think I read a different book series. Where are the characters? Where is the REAL Scifi, with real Physics concepts and philosophical reflexions?A blinking sky? Is this for real?As a reader of the books, I just feel insulted.If Netflix wanted a new Scifi hit, they've should just invented one, not mess with the real deal.I know that an adaptation would never be exactly like the original. This probably was not even their intention.But that show just seens like a generic scifi thriller, with no real deep scifi basis, except for the aliens and pseudo nerds-scientists.They've just assumed people are dumb and will never like or understand root-scifi explanations.A big big disappointment.",IMDB,I will just stick to the books!,10.0
"3 Body Problem Season 1 - 10/10 - Strap in for the ultimate sci-fi thrill ride! What initially hooked me was the futuristic tech, but boy, did this series deliver so much more. Picture this: governments gearing up for a battle with aliens centuries down the line. It's a premise that grabs you from the get-go. And let's talk about that ensemble cast - a reunion of sorts from the Game of Thrones crew, all under the guidance of their old director. Now, I confess, I didn't read the books, so the story was a whirlwind of imagination and boundary-pushing concepts. Mysterious deaths, genius minds, an intense video game, cult worshippers, and a grand initiative to save humanity - this show had it all, and then some. But let's address the elephant in the room - those San Ti. I was on the edge of my seat, hoping for some interaction, especially with Will, post-launch. Alas, it wasn't meant to be. But every scene that they were in I was always hoping for more. The intrigue of alien life just had me cooked, because you know we do not know what's out there as well. Nevertheless, this series delves deep into mystery, action, and of course, sci-fi goodness. Each episode was a journey, seamlessly blending intrigue and depth. Season 2 can't come soon enough. Official sundaynightstreaming rating of 10/10.",IMDB,Thrill Ride !!,10.0
"Props to Benioff and Weiss. I love these books. And they have done an excellent job adapting the series so far. They made a LOT of ambitious changes. And most of them really work to help the story. The original story does not work on the screen, and the changes they made are all in service of something interesting to WATCH, not just interesting to READ. The character changes, the movement to a world scope as opposed to a China scope, the blending of the novels, the increased action and dramatization - all of these aid in telling the story for television. (If you've read the books and you're annoyed by the drama between the characters, think of how much better this is than Luo Ji's fictional girlfriend - there's going to be actual people involved in this subplot.) My only real critique is that some of the science makes less sense with the added spectacle. Cixin Liu writes science fiction, but he does an excellent job anchoring the science fiction in real science, which is part of what makes the book series special. The TV series still does science, but it drifts more toward the fiction end of the spectrum, which is bad, since the science is really compelling. Please bring back some of Liu's wonderful analogies. Overall, I was very pleased, and I'm looking forward to season 2.",IMDB,Give us season 2,6.0
"I find this incredibly rushed. The funny thing is, when I was watching it, it did not feel that way. But I watched the Chinese version after this, which stretches to 30 episodes, and then the enormous rushing of this Netflix adaptation becomes clearer.And the silly thing is, they could have rushed less if they had taken out all the unnecessary drama around Will Downing and his love for Jin and his fears about telling her. So incredibly unnecessary, it added absolutely nothing to the story, and love angles like that are tired and boring and old. And then at the end when Jin hears that he loved her, THEN she suddenly knows that she loves him too and then it's too late. Booooring.And then they could have taken a little bit more time to work on the story itself and given the characters a bit more time to discover things.Because as it is, they never do anything wrong. They never have to question anything, because before they can question it, the solution is already presented. All in neat little packages, and that's that.And then there's the glaring plot hole of the three people appointed to think for themselves about a solution without talking about it with anyone. Great idea, in theory, in practice you have no chance to get anywhere with that, because the next generation will have to start all over again because the three original people will not be able to share what they have been thinking of. They can't even share what they found that would not be working, because that would also give away everything to the Sophons.I don't know if that plot hole is in the book, because I have not read that (yet), but either it's in the book and they should have covered that, or it's not in the book and they made it.So all in all, even tho I found the story interesting and I watched it all in a few days and had quite a rush from it, in hindsight I can't give it more than a 6. It simply has too many flaws.",IMDB,Way too much content for just 8 episodes,9.0
