"Title","Content","Rating"
"Worth watching!! Love this genre","It's No Downtown Abbey but it's worth watching. Especially bc I couldn't find another series similar to Downtown Abbey.Don't want to give any spoilers but I was glad to see the uppity class get a kick in the butt by beating them at their own game!!I love the innocence of this genre and Glad to see this genre stick around.Tv is getting out of hand. Now u have to look at a show b4 allowing the kids to watch a particular show.: (I hope this show is here to stay!",9
"Amazing","Stop saying it's like Downton Abbey! Of course same person wrote both shows but they are nothing alike. Absolutely love this show I cannot wait each week for a new episode and I am already sad that it's only nine episodes the first season and I have to wait another year for season two. A 10 out of 10 in every possible way!",10
"DOWNTON ABBEY it is not.","The series - have watched 7 episodes - is not near to the excellence of Downton Abbey, much as I'd hoped it would be. Baranski, Nixon, Benton, McDonald, Lane deliver good performances but there's a superficiality to the entire story line that drowns them out. Unlike in Downton, there lacks an underpinning substantial enough to become invested in what happens to the characters. The gross imposition of modern day political correctness voids any sense of historical accuracy. The blatant bedroom scenes of the two guys, the forced equality of the sexes around the servants' kitchen table, and even the black to white population ratio at the lighting of the building in episode 7 all are very unrealistic, historically. The presentation of all that goes on in the servants' area is too pristine for the time; didn't the servants ever do actual work of any kind? Oh well.",6
"I have watched for two seasons","And the season has gotten even better. I will not divulge much about the gilded age season two or season one just in case anybody hasn't watched it and is going to watch it but let's just say I can't wait for many more of the gilded age to come this show has been the brightest of HBO yet to come, especially for this time. I love shows that captivate this time. So much and I wish that there were more like this show has the light on what the gilded age of New York was once and I cannot wait to see more of it and hopefully they'll be many more seasons to come. And to see what in store for the gilded age.",10
"Rushed dialogue","This looks promising with cast & sets & wardrobe but I certainly hope the actress playing Mrs. Russell (Carrie Coons) settles into her role, slows down with her dialogue and adds better diction.She may very well be nervous.Every other actor seems suited for his/her part.Excited to see how this series unfolds.",7
"Lavish, and talent galore! But... the writing...ugh","OMG! Baranski! Nixon! Coons! MacDonald! This series drips with an embarrassment of talent, but the writing comes off as unnatural, and forced for rapid story movement. It seems to be trying too hard to capture the unique qualities of Downton Abby, but it's no longer new and intriguing the way Downton was.But Baranski gives Maggie Smith a good run with her witty, biting insight and lines; excellent delivery. I have been watching Cynthia Nixon since I was 12...this role is an excellent addition to her vast repertoire. Cute, funny, sublime, wise and vulnerable.Sometimes the secondary cast (and Carrie Coons) come off stiff as a board and far over-invested in the delivery of an over-rated line or some poorly timed nuance. It's distracting and needs attention.",5
"Disappointing","I was so looking forward to watching this, but was profoundly disappointed. The cast seems to lack any chemistry, the dialogue felt awkward and stilted. It felt like the whole show was trying very, very hard to be Downton Abbey but it is not. And that should be ok. I felt Christine Baranski was really being held back for some reason though Cynthia Nixon was a nice surprise. I normally don't like her. At all. This show does have promise however and I will watch again with fingers crossed.",10
"Gilded Age is Gold","I've been patiently waiting for this, and so far, I want more! For the people reading about the others who are moaning about this or that, after one episode, don't let them influence your decision to watch.Also, I have to plug Another Period, if you want a comedy from that era and enjoy Drunk History, I recommend it.",10
"Brilliant show!","This ticks all the boxes for those who love a corset!! What a great idea to showcase the changes in Fifth Avenue New York with the old vs the new money.Similar to Bridgerton, it places a different spin on the era. Even though it sticks to the traditions in terms of music, there is an air of modern that flows through the show. Assuming the information is accurate, it was very interesting to see the birth of The Metropolitan. Gives New York a whole new perspective for those of us who did not have a lot of knowledge previously.Excellent cast and the costumes are to die for! Cannot wait for S3!!!",10
"Love it!","New money old money.... The Glided Age/Victorian Age was a turning point in financial classification. The show alone (and, I'm only on the first episode) is a must see. It also, has a strong character towards women wanting to progress and be an equal in a society that was during a time where the male had the say in everything.",10
"Wish I could be a part of all this splendor","Costumes & sets are Magnifique!!!!I love every character. I love the little adventures they get themselves into.At first I was annoyed by the fact that their biggest concern were parties and dinners and balls and who would wear what and who would be invited at wich party and who would ditch a certain soiré. I kept thinking the world is such a horrible place for soooo many people, but now I really loooooove the fact that it't all rose scent and moonshine. No real problems and if there are any, they quickly get solved and everybody can get back to attending/hosting more lavish parties, wearing stunning dresses, sceaming to arrange the biggest event. I really love that it's funny and light and i would sell my soul to see the next season!!!!!",10
"Very good","The Gilded Age is extremely well written and acted. The sets and costumes are absolutely top notch. The storylines really draw you in and keep you there through the whole thing. I liked Downton Abbey, which this is in the same vein of, but this is better in some ways, and really holds it's own very well. The only aspect that kind of bugged me was the nonstop racist rants of a small group of regular characters. We get it - they don't like people who don't look like them, and only trust people who look like them. I think we got that message after the first 10 or 15 times. No need to keep repeating it. Otherwise, though, an excellent series, and I can't wait for season 3.",8
"No Downtown Abbey but..........watchable","Any period drama succeeding Downtown Abbey will find itself in the rather unfortunate position of being compared to it, a position we can all agree, is quite difficult because Downtown Abbey is the hallmark of period dramas. Neverthelesss, I find this show to be rather entertaining although some of the acting doesn't quite hit the mark. What may also be challenging is the fact that this is an American period drama and people equate period dramas with the Brits and I for one couldn't always distinguish who was American but speaking the Queens English and who was actually supposed to be English.",7
"Thank you for the tassels plethora, OMG!","Love it. It is soap opera with lofty aspirations. Sharp dialogues, characters we want to kill or embrace, and OMG the costumes! OMG, the dresses, the tassels, the hats, the mansions!!! I bet the actors had fun doing it (except maybe when it comes to fitting into the extreme corsets. Trim waistlines galore!) Me, I have great fun watching and even my husband drinks the show like sweet milk. We actually never miss the opening credits at the beginning of each episode: the CGI visuals unfolding in that lush 1 minute sequence are enchanting. Julian Fellowes: fine job getting the money to film this plethora, and great job on the script. We love it.Viewer, is the show is worth your time? Watch the show, enjoy the bonbons and go to bed dreaming. Total guilty pleasure.",8
"Poor casting","Maybe fans of Downton Abbey should not watch this. Unlike Downton, the casting seems off, the actors out of place, and the writing is weak. The actors seem like they're having a difficult time reading lines, and delivering them in a stilted way much like someone reading off a cue card. I realize the writing has much to do with that, along with the proper period grammar, but it's still stiff and unfeeling. I will give it a few episodes and hope it gets better. Poor casting is the second issue, I thought Cynthia Nixon would be out of place but she's actually quite good. Christine Baransky is terrible, and I love her in most anything. I'm just really disappointed because I loved Downton, so I was hoping for another great show.",6
"Nope...","Maybe I'm alone in thinking I've had quite enough of Julian Fellowes's take on history. Mannered snappy dialogue, askew glances, 21st century good looks and tedious, predictable storylines that are both anachronistic and trashy.I'll stick my neck out here... life just wasn't like this! A steady procession of perfect teeth, beautifully made up, sexy, microbially clean models gliding from one scene to another is just so unreal. Where is the time it takes to get from one place to another? The dirt, zits, diseases and disasters that befell all of society in that era. A common cold was dangerous, a broken limb catastrophic. Yet this is all intrigue, all dialogue, all sassy nonsense.I love history. I work in a living museum. We strive day in, day out to get it right. This stuff is just TV candy for the intellectually challenged. You like fluff? Watch this, you'll love it. Just like 'Bridgerton' and a hundred other so-called historical dramas that bear no resemblance to historical fact, this series is simply lame. Downton Abbey was better, and made for me by Maggie Smith and others, yet Mr Fellowes has always made me feel somewhat cold towards this kind of entertainment. It's too clean, too gentile, too modern, too clean (oh, I think I already said that) and too inconsequential.Thomas hardy wrote real characters. Charles Dickens revealed Victorian society in its entirety, warts and all. Edgar Poe gave us malice and dirt and vengeance on an epic scale, and with some of the greatest writing in the English language. This stuff is... not.",3
"George Seurat's 'Sunday in the Park with George'","Wonderful acting. Amazing costumes. It's a new revelation from Julian Fellowes. I am enthralled, and I'm not easily enthralled.Christine Baranski and Cynthia Nixon are over-the-top and their experience is on display.Mrs Russell, Carrie Coon, is even better here than her role as Ben Afleck's twin sister in Gone Girl. Scene stealer.And then there's Morgan Spector.The costume design is so beautiful & perfectly depicts the era.",10
"GREAT CASTS","Usually it's hard for me to like period drama but this time I already loved the pilot episode and really gives me Downton Abbey vibe. Cannot wait to see where this series is going, especially with Carrie Coons character.",10
"A breath of Fresh Air!","Upon watching the first episode. I was pleasantly taking back by the simple yet delightful story line. All of the Character actors are devine in their own way. This is a gracious nod to how status ""old vs. New money"" was perceived during such time. So far it depict the era very delicately, and precisely in the very way it truly was. It's truly the prequel to Downton Abby, and leads me wanting more, having all the pomp and circumstances that follows. I'm begging, and pleading; In a world full of (unrealistic, Reality TV, and Desperate Housewives of whatever county), ""PLEASE GIVE THIS SHOW A CHANCE!""
👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐
I'm hooked, and I like it!",10
"Period drama piece the way it should be.","I just finished watching episode 3 and I must honestly say that it comes as no surprise that it is exactly what a period drama piece should be. The storyline portrays the historical period in which it is set, with a reasonable degree of accuracy. The sets and costumes are true to the age that the drama is set in. It is obvious that a great deal of attention to detail went into not only the costumes and set, but also the lifestyle, manners, mannerisms, language and interactions of people from various stations and backgrounds, during the period. (Non of that painful and cringeworthy fake period drama wokeness with fake period music, and rewriting of history as portrayed in Bridgerton. Take note Shonda Rhimes, this is period drama the way it should be.)The series has a good mix of actors with various skill sets including notable cast members such as Christine Baranski (Agnes van Rhijn), Cynthia Nixon (Ada Brook) and Jack Gilpin (Church, the Russell family's butler).Being a product of Julian Fellowes, known for other immensely entertaining period dramas such as Downton Abbey, Belgravia and The English Game, The Gilded Age will no doubt live up to a high standard.",8
"Great Storyline","The first two episodes have been released, at the time of this review. The characters and the storyline are being set up beautifully and thoroughly. I am impressed with the detail which has been taken, ranging from character development, storyline, and even the sets. Every detail has been meticulously thought through, which I appreciate in a new series. I would take the depth they have given the viewer over the shock-and-awe most new series use. This should develop into a wonderful series and I'm already gripped!",10
"Witty & Refreshing - Spoiler Alert","I'm not sure why people seem to be so conflicted with the reviews here...Doesn't have the same depth as Downton Abbey yet but the scope of players is much larger so I feel like that may be inhibiting the character development at the moment. I'm curious to see how the characters develop further into the season.The language of the time was definitely different from the verbiage of the script, that being said I assume they're trying to capture multiple age groups as watchers. If the script was too accurate I feel it would lose younger audiences. The script, nonetheless, is witty & keeps a good pace. It moves quickly & if you're not paying attention important facts will be missed.I like the cast, for the most part. I feel the actors may develop their characters more as the show progresses.*spoiler alert* The cook stealing could completely be left out of the story so far. We get no background on this, no time to be conflicted about our feelings for the cook, or about her internal conflict regarding her choice of actions past & present. This adds nothing to our storyline & serves as a preconceived prejudice regarding immigrant workers.Costumes are pretty impressive. Design is adequate, not mind blowing though.Will update more as I'm only 3 episodes in.",8
"Mediocre at best","I've read many of the reviews and agree with most. This is not Julian Fellows at his best. The Baranski character is as annoying as she has been in most everything she's done. I find my attention span drifting while trying to follow the soap opera plot. I don't believe any of the critics have mentioned the dull and lifeless musical score.We will watch it to the end - but only because there's little else worthwhile.",6
"amazing show","Everything about this show is amazing! From cinematography to dialogues to acting to pretty much everything! Now am not American nor versed in American history to point out the errors and whatever, am just here to watch a good show and I can understand if someone has issues with the historical facts but it's a show! It can't be perfect.... one thing I disliked tho was obviously the ending of episode 1, be unique America! We get it, but I just wish it wasn't there, it's a generic and boring plot! No one wants to watch another forbidden love storyline...",10
"The Gilded Age","If you accept that this is not based on historical accuracy and lean into the pomp and rich etiquette of the times you will not be disappointed. It is not Downtown Abbey nor does it pretend to be.",7
"Big disappointment","Is this really from Julian Fellows? Inane dialog read by wooden actors and poor production values. It looks like they spent all their money on sets and costumes and to make up for it they skipped rehearsals and tried to do every scene in one take.I have seen better acting in high school productions.",2
"Worth the wait","I enjoyed the first episode. The characters and the sets were beautiful. My biggest gripe is when the two men started having sex. Didn't need it, don't want to see it. It could have been tastefully implied... but don't make us watch it.",10
"Good First Episode...But Still No Downton Abbey!","The first episode was quite good!! Great actors! Beautiful costumes! Opulence and decadence of the Belle Epoque period can clearly be seen. However it made me feel like I'm watching a play about the socialite elites of New York. The actors and actresses did quite well specially Cynthia Nixon and Christine Baranski. The plot may be quite predictive. As a great fan of Downton Abbey, this may take its place for the meantime.",8
"HBO soap opera","I was expecting a little more from HBO, it's more like a Mexican soap opera with lots of cheese drama plots and scandals. I'm still watching it cuz i'm cheap like that. Lol.",8
"Wow!","Well, Julian Fellowes did it again. Good job!Interesting story, good actors, inteligent dialogues. Scenes, costumes...everything!I really enjoy in show. Bravo!",10
"Refreshing","A little slow but refreshingly so. Julian Fellows brings Downton Abbey to America. So tired of shows with all the porn, language, drugs and killing. I will watch as long as it's on. Thank you Julian!",9
"Gorgeous costumes and scenery","Filmed in gorgeous old houses in Rhode Island, pure Julian escapism but this time set in the United States. Episode 1 sucks you in, looking forward to the rest of the episodes.",10
"New money, old rules","I've always been drawn to shows filmed in the Victorian era and I don't know really why so I can never figure out what to say but I'll try to explain why I like this one specifically. Only that it wasn't the Victorian times as it was set in America hence the name, The Gilded Age. Firstly was the cast, I absolutely loved Carrie Coon in ""The Leftovers"" and in turn I'm now inclined to watch her other shows and movies so when I heard she'd be one of the leading roles in this I was excited to check it out. Her and George Russell's (Morgan specter) marriage is an interesting dynamic here and it's one of the show's highlights for me, they're both quite witty and ruthless in pursuit of their ambitions but George tends to think of his family more while Bertha is so narrowly focused on fitting into society.There are a lot of stories taking place here, mostly whispers about who's seeing who and other stories about who's who which is common for many series set at the time and in polite society. There's so many stories but it's easy to keep up with all of them and the gossip. The outstanding theme is about old money versus new money though and that affects pretty much most of everything else that goes on. It's also quite aesthetic, either the wardrobe or the scenery catches the eye. There's also quite a lot of witty dialogue, noticeably from Aunt Agnes and Mr Russell, and it doesn't feel forced for the sake of quotability, it just goes along with the characters. Only criticism I see often is ""oh, it's still not downtown Abby"" but I think that's not reason enough to stay away from watching it. It seems pretty well thought out with intentions for future seasons and season one is great groundwork. Doesn't feel like those shows that are ended abruptly or on cliff hangers just to inspire renewing it for a new season. And for that I'm optimistic for the future of the show.",7
"Enjoyable stories and good acting","I don't understand some of the terrible reviews. The show is really interesting and the actors quite good. The Russells are superb its wonderful to see such a united couple with a solid loving marriage. George is my favorite character. He is not 100% villain he is dynamic and balanced. I also like Peggy's storyline. So great to see the parallel lifestyle of some African Americans at that time period. Especially displaying their intelligence, hard work and success. And I love Cynthia Nixon in the Ada role. Lastly the amazing sets and costumes are glorious. A great escape for Monday nights! Well done!",10
"Got better in the second season","The first season was OK but lacked a compelling central conflict. You can't expect the foibles of the ultra rich to be relatable but if there's interesting stakes involved it can still be entertaining. The first season's new money vs. Old money thing was ultimately all about who would get invited to which parties - not all that interesting. The second season was about the creation of the Metropolitan, a famous cultural center in New York City.The first season also suffered from too much focus on Marian who, sorry to say, is probably the weakest actor in the cast. The second season wisely opened up the storytelling to a more ensemble style. Multiple characters get their due. Any scene with Christine Baranski or Nathan Lane is guaranteed to sparkle.Where the show still needs some work is the ""downstairs"" stories. They're just OK and so far none of the characters have really resonated with the exception of Turner who only got interesting when her position changed. And it's quite obvious that Julian Fellows is really out of his comfort zone when he writes black people. 'nuff said.All in all the show is a good fun that I'm sure it takes a lot of liberties with the actual events of the time but if I wanted a documentary, I'd watch that.",7
"Nothing Original Here","Talk about trying too hard. The whole first episode was like the hustle & bustle scene boarding the ship in Titanic. Grand, flourishing music. Very specifically placed background actors. Everything building the excitement. For. Every. New. Scene. I know Julian Fellowes can't expect lightning to strike twice, but come on. I'm exhausted from all the hype. And no substance to be seen. I'll give the next episode or two a chance, but if these characters don't get interesting fast, I'll just re-watch Downton Abbey.",4
"A Joy to Watch","I've now watched two episodes of The Guilded Age and found myself thoroughly entertained by the storylines, interested in the characters and impressed with the production quality. So far, it's a joy to watch !",10
"Not Particularly Sharp, but Fun!","Though it occasionally dripped of saccharine sweetness and often brimmed with overt optimism, I highly enjoyed the series premiere! It did indeed lack the sharpness and intelligence of Downton or Belgravia, and the acting was a little hammy. But overall, I found it to be a delightful romp through Edith Wharton's New York (though seen through rose colored glasses) and a lovely escape for those dreary Monday blues. I hope that after the initial first episode setup, we'll see the writing, acting, and story improve.",8
"Show excellent, casting not so much","I am a huge Julian Fellowes fan. The man is absolutely brilliant and I will watch anything that his name is attached to. I've admired Downton Abbey, Doctor Thorne and Belgravia to name a few. Why did it take me so long to watch Gilded Age? When I first saw it advertised, I was so excited. Then I saw one of my least favorite actresses attached to it, Christine Baranski. Yes, I didn't watch it initially because I don't care for her. I never liked anything she has been in. That aside, I gave in for my love of Julian Fellowes and so glad I did. The show is brilliant. It reminds me of Downton Abbey, where they show the lives of the inhabitants upstairs as well as downstairs and how their lives can cross over.This show is quite different from Downton Abbey though. It takes place in the greatest city in the world, NYC and it's mostly about social climbing and the conflict of old money versus new money.Casting was a miss for me though. Most actors suited their roles but one glaringly obvious miscast was the part of Marian. I tried to like her, being a main character, but I couldn't. She is very wooden, and monotone, everything she says comes off dry. She had a line where she was surprised to see Peggy and she said it with zero inflection in her voice. I found myself being annoyed every time she came on screen. Something about her was nagging at me, I couldn't place it so I Googled her name and when I saw who her mother is, it all made sense. I can't help think she got the part because of her mother. She looks completely out of place for her character and not very good at acting. And I was right about Christine Baranski, her acting is not good and her presence unlikable. I would love to ask casting why they cast these two. I could see if they had minor parts but they are two major characters.Some shining performances for me were Cynthia Nixon, who I was never a fan of, played the part of Aunt Ada and did a brilliant job playing her. The likeable Harry Richardson was a plus for me. I loved him in Poldark and Doctor Thorne. I enjoyed the story-line and performances by Taylor Richardson and Ben Ahlers (Bridget and Jack). I'm hoping to see more of them in Season 2. Amy Forsyth as Carrie Astor, for example, is well cast. Her face steals every scene she's in, she looks right for the role, she an incredible actress, very well cast and beautiful performance.I absolutely love the interaction between Church and Bannister. They are the two butlers that live across the street from each other. The ending of Season 1, episode 9 when they see each other from across the street and nod to each other made me smile. Absolutely brilliant.",8
"Loved it!","Really enjoyed this - beautiful production, music ,costumes providing an insight into American history- great cast - look forward to season 2! Nice to see Nathan Lane Carrie Coon superb!",8
"What happened to this show?","I enjoyed the series until this season when everything fell flat...like a badly written soap opera.I don't know how to describe my disappointment without a spoiler-filled rehash of everything, and I mean EVERYTHING. I can't think of one plot point that wasn't overdone, cringey or too ludicrous for words...except a couple involving only the servants.The clock patent and possible romance between the 2 van Rijn and Russell servants was interesting. Plus, I got a kick out of Agnes' butler putting her in her place.Maybe next season will redeem itself, but, given all the ludicrous plot points needing resolution, I doubt it. They've already been telegraphed. The only possible surprise will be who Oscar van Rijn's next beard wil be.I gave this season's costumes the 3 stars. The writing and directing was just abysmal.",9
"Loving this so far","I really want new money to stomp all over old money and put them in their place.Let's just say I have been sucked into a number of historical dramas that aren't my usual following. I am a horror/sci fi junkie at heart. But a person cannot live on Korean offerings alone, because that seems to be all that is available.So give this a go. HBO is delving into this, and if we don't support it, like so many other things, it will die on the vine with only 1 season. Don't let that happen.",10
"Brilliant after a little patience","I'm a huge Downton fan and initially struggled to get into this. On first attempt I found it style over substance but I gave it a second chance and I'm glad I did because I really loved it.Easily the stand out characters are Ada and Agnes who give a real Downton quality to the whole thing. It's a fascinating period in history and good to see an American side as often we associate these kinds of characters with us Brits.The ending to series two is just begging to be continued so I hope we see another series. The 1930s would interesting too if a sequel is ever on the cards. I'd also love to meet Ada and Agnes as very old women. Did somebody say Maggie Smith?",6
"Old Money vs. New Money, who cares?","At least with Downton, the premise of the show was the loss of an estate, the loss of an age. And the characters were rich and we fell in love with them from the very first moment.This is a premise I could care less about. Two women fighting over social position.There are two glimmers of hope. Meryl Streep's daughter, who's never acted before, was lovely, although they should have let her have her natural hair color, which is gorgeous. Hair coloring in the 1880s bothers me regardless. She gave a performance that shocked me and I'd no idea she was new to the business until I looked her up. Cynthia Nixon also shocked me. I've never been a huge fan, but she really pulled off the ""nice"" aunt, proving to me that she's a fine actor. And while I didn't see much from Christine Baranski, I know she's one of the best actresses working today and if there's a problem it's not with her.The second glimmer of hope is with the servant staff. Julian Fellows obviously can write them well and we were all much more in love with the servants then the nobility in Downton, so there's no surprise there. But things will have to get more spicy in the near future or else this glimmer will fade. And of course, this being America, we have to include a racial story line. Unlike the example shown to us so excellently by the makers of Bridgerton, we have to have this because it is set in America and we simply must show racism. But, Denee Benton's performance was on the mark, it was compelling and her character is interesting and shrouded in some intrigue. So I am hopeful.In the end though, if the premise remains, old money vs new, and two old ladies fighting over social standing of rich people, aka nothing, then I fear this show will fail. But if it becomes about rich characters in stead of rich old ladies warring, then I think it's got a chance. Julian Fellows always has a chance, and a pretty good one at that.",10
"Absolutely Stunning","I am not one to take the time to write a review but I want more!! I am eager to see season 3!!! I watched both season 1 and 2!! I am ecstatic! It just gets better and better. Great Character development. I literally can not wait to see the 3rd season. I've started rewatching seasons 1 and 2. It's playing as I write this. I see some reviews were people cast judgments far too soon. It goes to deeper depths of how people of different class and race are treated. There is good in our world no matter what era. Continue to watch! You will not regret. Well written, great actors and actresses.. eye catching attire.",7
"Gilded","Excellent storyline and writing. (Classic Julian Fellowes) Scenery is marvelous. The drama is an easy watch with delightful historical scripting, playful exchange between characters, the dynamic of race and the struggle to normalize that existed in the 1880's, the struggle between labor and the powerful financial class, the wrangling between the powerful financial classes (the old money vs the new). My one knock is the casting of Bertha Russell. I think someone other than Carrie Coon should have chosen for the role. Laura Linney? Kelly Curran might have been a better choice. Quite distracting when a series that could be a classic misses on a key casting.",1
"anachronistic nonsense with no historical or dramatic value","Anachronism is the perfect definition for this cr4444p called the gildead ageThe writing is ananachronistic you can see what kind of message they send from the beginningthe anachronistic writing that tries to get its modern message across is simply awful, pretentious and irritating.Tacky show, the performances are worthy of a children's theater, the plot is recycled and not well structured, shallow characters, crude plot, Mexican soap opera, generic and extremely clear direction of photographyjust a show that has no value in being historical or in being dramatic entertainment.",9
"Nearly perfect.","The show is set during the era of the so-called 'rober barons'...incredibly wealthy men who made huge fortunes no matter what the cost to their poor employees. But the program doesn't center very much on these poor but the rich, their friends as well as their servants. The vibe is very much like ""Downton Abbey"" and it's written by the same man. Overall, a very satisfying and beautiful program which will likely have you longing to see more.I really loved watching both seasons (up to now season three has not yet been released) and was ready to give the show a 10. But it is, at times, a bit predictable...but also incredibly unpredictable (such as the finale of season two). The predictability are many of the romantic relationships (particularly of the lead)...but considering how rich the characters are, I'll cut this some slack.",10
"Love the twist on upstairs / downstairs and old / new money","I'm super enjoying this light hearted period drama! I want to know the characters more and the episodes pulled me along. The costumes are art in themselves. Stunning gown, suits, hats, sets, flowers!The storylines are quaint yet intriguing. Absolutely I want to see how Julian has woven contemporary women in the (now) awkwardness of outmoded 19th century thinking.I'm thrilled that writers can be confident to make 21st century storylines about 19th century society. So much fun and beauty to watch.Lighten up naysayers and just enjoy the beauty and stories. I don't see the pov of 1 and 2 star rating. Perhaps they expected the death and horror and anguish of, say, Yellowstone.",7
"Stop expecting to watch Downton Abbey when this is a completely different place and era","I'm not sure why everyone is expecting to watch the same show they already have. This show is set is a completely different continent and taking place 40 YEARS before the British series. Of course it's going to be different. I agree some of the actors in this series have not yet found their rhythm but overall this is a great production. I love this show though and am hoping that it gets picked up for at least another couple of seasons, because let's get real that's often when series shine. If you are having trouble understanding the series I would suggest you read up some on New York and the US in the 1800s. Remember, it was still a frontier country, a vast contrast to Western Europe in the early 20th century.",9
"Baron Kitchener-Fellowes of West Stafford Does It Again","I'm curious about the love it or hate it nature of the reviews for Lord Fellowes' latest historical drama. Are reviews for The Gilded Age better or worse depending on the viewer's familiarity or ignorance of the historical context? I was a little unsure after the first episode, but now that I'm a full three episodes in I've become as obssessed with this Julian Fellowes series as I was after just the FIRST episode of Downton Abbey.The Reconstruction Era, which preceded The Gilded Age, ended with what is still probably the most despicable and corrupt political bargain in American history, the Compromise of 1877, in which the Republican loser of the popular vote was ""allowed"" to assume the Presidency in exchange for what amounted to the repeal of the 14th Amendment to the Constitution and the revocation of ALL Civil Rights for former African-American slaves across all of the States of the former Confederacy.The Gilded Age effectively came to an end with the Panic of 1893-97 that resulted in the worst economic depression in American history until the Great Depression less than 30 years later. The staggering disparity in wealth distribution that was the hallmark of The Gilded Age and the crippling economic effects of the Panic triggered a huge rise in the popularity of labor organizations, anti-Capitalist political groups, and ever escalating acts of violence by Anarchists. The assassination in September 1900 of newly reelected President William McKinley by an anarchist at the opening of the Buffalo World's Fair officially ended The Gilded Age and ushered in the Progressive Era, which brought about amazing advances in social justice and economic equality that all have been inexorably reversed since the Reagan Revolution of 1980, with the elevation of Vice President Theodore Roosevelt to the Presidency, an outcome seen as just as outrageous by ""mainstream"" politicians in 1900 as the elevation of Vice President Lyndon Baines Johnson to the Presidency in Nov 1963 with the assassination of John Fitzgerald Kennedy.",10
"Very, very good so far!!","I generally enjoy any movie set in the the gilded age of NYC. Seeing where all the old money settled in the industrial age, and as a result the beautiful mansions that sprung up around Central Park. And how classism among the wealthy played out. I see why they did not have much inkling to put all their separatist energy into other races. So far, I'm am enjoying this HBO series. Just binged the first 5 episodes and I like how the story is not one dimensional. It concentrates on life, good or bad of several characters. Loving seeing Cynthia Nixon in a really different role from Sex in the City. Shows her acting chops!",8
"Completely obsessed with this series! Reading Anderson Coopers's book about the Vanderbilt's brought this to life.","I recently read Anderson Cooper's book, Vanderbilt, The Rise and Fall of an American Dynasty, and many of the characters in this series are based on the real life people in this series. The Russels are Alva and William Kissam Vanderbilt. Nathan Lane plays Ward McAllister to perfection! The costumes, the soundtrack, not to mention the acting of Christine Baranski Carrie Coon, Morgan Spector, Louisa Jacobson and Denee Benton, to name a few is incredible. The sets are stunning and the writing of Julian Fellowes captures the history and the ""Upstairs, Downstairs,"" of the Gilded Age. I highly recommend the official podcast that goes along with the series, for background on each episode. Fantastic and historically accurate!",10
"Not quite there","Have only watched a couple of episodes but am invested enough to keep watching. Storylines are quite interesting but lack the sparkle of Downton Abbey.The CGI is not very good, the created sets are too clean and there is no sense of them being lived in, and the interior lighting of actors is spectacularly terrible, not matching their surroundings in any way whatsoever.",7
"Created account to review","I do not understand why someone would rate a 1 star! It's a period drama, with a range of characters and stories and it's fun to watch - isn't that what TV is supposed to be? For those of you wanting more depth go watch a play for goodness sake but leave the rest of us to just enjoy something light hearted & entertaining.",9
"I'm ready to cancel HBO","I certainly hope this gets better. With the prices of all the streaming channels going up, this is just the latest dud. I'm bored and nothing so far makes me want to even finish episode one. Update: It did get better after restarting and rewatching but it was not a casual watch. I had to pause and rewind.",7
"Don't Be Silly","Some of these reviews are a little comical. Do you really think we want to watch a bunch of people walking amongst piles of garbage and holding their noses to shield themselves from each others' stench? I'll forsake a little historical accuracy in exchange for something pleasurable to watch. If I want to see 100% historical accuracy about the era, I'll watch a documentary.Downton Abbey wasn't always historically accurate either nor did it always depict relationships between the classes as they likely were back then. Who cares? It makes for a good story. I enjoyed Downton Abbey and have enjoyed the first season of The Gilded Age, particularly the season finale. I'm very much looking forward to Season 2.",10
"These bad reviews are ludicrous","The disdain from these wannabe entertainment industry troll reviewers is comical. This is a very good show. I wonder how high one's must be to complain about the acting. These are solid pros, and they all preform as such.Bottom line: If you like to follow a good story, and enjoy history pieces, check it out. You won't be disappointed. If you are a pretentious, bitter troll, post a bad review.",9
"Kudos to Julian Fellowes for the best series in many years: The Gilded Age.","I want to commend Julian Fellowes for once again helping to create an excellent series. This is the best series I have watched in many years. It is refreshing to view a series in which most of the characters depicted are good, decent people. There may be some greed in the Russel family, but they are not inherently evil people. It is so refreshing to view a series with no obscene and profane cursing. So many other writers resort to inserting curse words as a crutch to make a series seem more ""relevant."" A great writer is eloquent enough naturally and can select words that might occasionally express some anger, but does not stoop to the lowest common denominator. The beautifully composed orchestral score, and lavishly made costumes are icing on the cake. We are treated to women wearing real velvet and real satin. There is no substitute for it. I sincerely hope that Julian Fellowes will remain involved with this series for many years to come in the future. Sincerely, Judy in Santa Monica, CA on February 3, 2022.",10
"It's NOT Downton Abby people Get over it","This show is wonderful, and I can't wait to watch it every week. I've been watching since the first episode aired. Everyone that keeps comparing it to Downton Abby needs to STOP. This is nothing like it, relax and just enjoy the show.I love how the new money wants to be seen but the old money wants them to disappear. It's great and so much fun to watch the dark humor happening.I enjoyed Downton Abby a lot but I. Did not go into this show expecting it to be anything like it, so ignore all the other reviews comparing it Downton Abby and form your own. But remember it's not Downton Abby, it's a show of its own.",10
