Content,Platform,Title,Rating
"Season 1 was extremely good, and season 2 outperforms. When it comes to the final episode it does better than many Hollywood action movies. Seeing that there is a season 3 already to go is great.There are many highs for this 2nd series - the cast, the writing, the production, the Mick Jager theme song. The story line is well presented, allowing the viewer to follow the intricacies and double crossings without getting confused.The cast is uniformly excellent, button Gary Oldman excels in the role of Jason Lamb. Combined with season 1, we see many more facets of the character. The same can be said of all the continuing characters.This is a must watch series.",IMDB,Season 2 Excellent,8.0
"Excellent show , I mean the British do it better than anyone in this field , and of course arguably the greatest British actor of them all , sorry sir Anthony and the rest. , he knows how to fart as well BAFTAs all round, the stories are not to complex, you know what's happening before not too long and it always kicks into gear with all the mess ups , nice touches with great actors is a theme with this show and with Kristin Scott Thomas and Jonathan Pryce adds a classy touch , to which the others play off , all in all , this show should be on your watch list....................................... roll on season 4.",IMDB,The best,9.0
"Slow Horses is little gem of a series. A group of misfit MI5 agents cast out to Slough House led by a has been slovenly old MI5 agent wonderfully played by Gary Oldman get involved where they shouldn't as they try to get back their lost reputations. They don't like their hard drinking chain smoking, deodorant allergic boss and he doesn't like them. This is espionage viewed from the bottom up, and is all the better and more believable for it. The casting is spot on with Gary Oldman and Kirsten Scott Thomas great foils for each other as the top and bottom of the secret service. The plots are multi layered with intriguing back stories that tie into the present situations. Watch the first two series can't wait for series 3 highly recommended.",IMDB,Oldman shines as MI5 outsider.,10.0
"It's tough to write 600 characters about a show that pretty much can be summed up with the above headline, but given that to write a review for IMBD, you now have to hit their character count, here are the things that make this show so good: The writing, the direction, but above all, the acting. Everyone is superb, but Gary Oldman gives the kind of bravura performance you rarely see these days; he plays someone you can't stand and yet you also want to see more of him. Hard to pull off. Jack Lowden is able to pull off another trick: the young hero, he's the least interesting character given that young heros are seldom the best, but he has more than enough charisma to pull off the role perfectly. The others are all good, but special kudos to the always underused Saskia Reeves, who is just perfect in her role, and, perhaps most of all, Brian Vernel, who seems like he was born to play villains, and he does it with panache.Given the snappy direction, fast paced action, and spot-on dialog, and it's a 10 star show.",IMDB,An excellent show from beginning to end,9.0
"At last something good on Apple TV
Not sure what all the bad reviews are about, but I am two episodes in and really enjoying it.Good cast, looks great and lots of twists and turns
What more do you want from Spy thriller?Definitely worth a watch :)",IMDB,At last something good on Apple TV,10.0
"For anyone who has not watched Slow Horses, firstly watch it, then commit to it as it will reward you with show that is an oasis in a the streaming desert.I applaud apple for allowing all the contributors to the programme the time to actually build a story with characters that by season 2 delivery 110%.I also agree with the weekly syndication, with greeted teeth but its the right strategy.My aim in this review is to anyone who has not watched the show, or maybe watched it and not stuck with it...keep watchingI can you tell you what I think, Gary Oldman is outstanding, a true anti-hero that plays his role to perfection...plus extra points for having to wear the dirtiest trenchcoat in London.As for the other characters, well once again Oldman and writers have allowed them to develop, its not all about him which it so easily could of been.Yes you could argue that a lot of the characters are familiar as we have seen them time and time again, but doesn't stop you liking them. Though I would add you have never seem anyone like Lamb, I am sure a lot of us have met him in our daily lives, but this is a masterclass from Oldman.I genuinely think each of the main characters are exceptionally well played, particularly Sasika Reeves, who nails the role.",IMDB,Just gets better and better,6.0
"Movies about spies, secret agents and the lot, well, they're just movies about a world we know little of, so it's easy to go with the flow and turn on our suspension of disbelief switch. But when the writers start to insult your intelligence, that's harder to swallow. The 'terrorist' with the gun scene? His mate could have easily taken it off of him the way he was swaying it. The car with the bomb scene? As if they would not sweep that car first in search of whatever but instead just park it nicely back inside. The gasoline station scene? The guy asking multiple times (for 'dramatic reasons') to the customer ""what number?"" when he can clearly see there's just 1 (one!) car left. The going back to the office scene to wrap up some stuff? As if the 'dogs' wouldn't secure that place (and would only expect them to go home). How silly all this. For what age group are these series made these days? 12 year olds?",IMDB,Entertaining but episode 5 became really silly,9.0
"This felt like a really dirty version of spooks, and I don't mean dirty in a sexual way.A bunch of washed out MI5 agents, some hoping for a chance at redemption are managed by a dirty washed up drunk cold war spy, played by the excellent Gary Oldman.All 6 episodes of the one storyline per season play out well, never feeling dragged out due to the amount of backstabbing and mistrust between the washed out Slow Horses department and the MI5 top dogs.I've seen plenty of similar things, been a fan of Spooks, but this never felt predictable or familiar, as it threw up plenty of surprises and twists and turns right from the opening scene.Just finished season 3, and the show just goes from strength to strength. Long may this show continue, I would happily have a season every year till the day I die.",IMDB,"Brilliant. Seasons 1, 2, and 3",10.0
"Mick Herron's writing is world class. However, for my taste the writing is just that little bit drawn out - a bit too descriptive. I can imagine others liking that slow burn and change of pace but it is not for me. This adaptation, which wraps up long descriptions so that they are absorbed quickly through imagery; with many pictures each cutting thousands of words from my life without loss of story-telling power, should be great. Moreover, Gary Oldman, who plays the Lamb character so well, should also server make this absurdly great. And it would be great if it wasn't for a single ingredient that didn't need to be added but has an old school chap like me screaming at disgust at the TV. Increasingly - and by season three I am actively cringing - there is too much in the way of ""Reaching out"" and ""Can I get ..."" and ""I feel like..."" modern Americanisms that make the stories, which are set in the MI5 world, a little less British and a whole lot more cloying and less believable. The characters seem to become childlike spys, who are not always in keeping with the character writing, at least not by my interpretation. Also the 'writer'-producers seem to think they can improve on Herron and so change the story in ways that seem ... silly. Presumably this is to attract new audiences. However, to my mind it risks putting current ones off.",IMDB,Good digest of the books - but with a touch of cringeworthy nonsense,6.0
"I first heard about the show a week ago in an interview with K. Scott Thomas.Out of curiosity, I just finished bingewatching the first two seasons today and I don't understand how this serie gets an imdb rating close to 8!Rarely have I experienced a story that contains so many humanly illogical downright ridiculous choices made by the characters, especially if you consider we're dealing with MI5 agents.I don't know, maybe this was done just to maintain suspense. But the storyline suffers under it.Too bad, because the acting by the main characters was rather good. But what a waste of time.",IMDB,Overrated,4.0
"Elite MI5 agents unable to shoot targets directly in front of them with thousands of rounds of ammo, guns misfiring at the worst moment, bad guys pausing to say one last eye-rolling line only to be ""surprise attacked,"" guns running out of ammo coincidentally forcing two characters into a fist fight....what the hell happened to season 3? I've come to expect more out of this show based off the first two seasons. Season 3 (especially the finale) was like watching a predictable 80s action movie. I know it's supposed to be entertaining television, but these cliches were too frequent to ignore. The show is a spy thriller grounded in today's reality...during the finale of season 3 I felt like I was one step away from seeing someone's shoe laces tied together so they couldn't run away. Typically, this show balances suspense, tension, and humor very well. I can get on board with some of the less realistic sequences because the cast carries the story so well. Gary Oldmans character is a treat every time he is on screen. Season 3 tanked in my opinion. It started off well enough, but the writing just got progressively lazy. From the previews, season 4 looks much more promising. I hope they don't fall into the same traps as season 3. Keep us on our toes please !",IMDB,Solid show but S3 took a dive.,8.0
The humour is surprising considering how well the storyline thrills you. You're gripped in the spy games and Gary Oldman provides the misunderstood genius brilliance with disgusting comedy timing. I can't possibly fan girl enough over Gary's take on the head honcho of misfit agents.Each character is well thought through and casted.Twists and turns each episode and rewatching highlights little things you miss on the first watch through.Utterly brilliant and addictive. Hope it goes on for years to come.Only downside is my partner's urge to do a Mick Jagger impersonation with the intro and exit theme.,IMDB,"Funny, disheartening, thrilling",10.0
"It is staggering how few people have watched this series. Everyone I know who has devoured it (because binge on this you will) universally agrees it's the best TV series they've seen. Arguably ever.What is unarguable for me is how Gary Oldman is the finest actor of his generation. He is an incredibly versatile character actor, a walking tour de force who brings every ounce of his immense yet understated genius to his portrayal of Jackson Lamb.And, though he is undoubtedly the jewel in the crown, he is not out of place here. The scripts are sensational. The characters well drawn and entirely plausible. The plots are at once exciting and slow-burning, with a healthy admixture of action scenes. The dysfunction it places at the heart of MI5, Britain's domestic intelligence service, is the consummate contraposition of James Bond's slick MI6.Where Bond is bravado and machismo, Lamb is lumbago and impetigo. He is a bully and a misery but a hugely likeable character nonetheless, thanks to his ready, acerbic wit. His devil-may-care approach to his art lends him familiar commonalities with Bond. This is as if Connery's Bond went on too long and grew to hate his work and the world.The narcissism of the careerist higher-ups feels apt, and nicely portrayed by Krisitin Scott Thomas and Sophie Okonedo, who give us more rounded, better developed figures than Dame Judi Dench's task-focused M.Then there are the Slow Horses themselves. All immensely flawed, by turns hapless and yet heroic. In them we see the secret agents we mere mortals might perhaps have been. This is the most wonderful television. Treat yourselves, you will not regret it.",IMDB,The best show on television,10.0
"I love this series, the plots and the characters well built.We may have watched many movies carrying the conspiracies as the plot, but this one is different by placing dumped people into it and strengthen with Gary Oldman character plays so well especially with short, sharp, sarcastic but comic sentences, that's what I love most.",IMDB,Conspiracies well scripted and play,8.0
"And refreshing, funny and so worth watching.Unlike the currently prevailing formula for this type of series, there's real grit behind the characters and an abundance of humour, notably in Series 3.This one smells like London.All of the people involved are very effective actors who interact impeccably.Gary Oldman portrays his rather unique character brilliantly with many throwaway lines, some of which really deserve immortality - or a dedicated webiste.The other Slow Horses are a very mixed bunch of rejects and vary in effectiveness but mainly all more than earn their keep.Chrisoppher Chung in particular provides an interesting counterpoint to his comrades.Mick Jagger's theme tune works.Really hoping that Season 4 will not be too much influenced by Hollywood.This is top of my watch list every time for all of those reasons.",IMDB,So Cool,10.0
"I was cracking up during most of the show. Gary Oldman is beyond brilliant in this role. Serious show with hilarious overtones, what is not to like? I am looking forward to season two. It seems like this could be a long running show if the cast remains intact.",IMDB,Masterclass indeed,10.0
"I remember few years ago watching a British show called MI:5 this is basically it again with more cussing.Its ok from the first two episodes I have seen
Production values are good, cast seems competent, writing is ok and Gary Uldman plays Gary Uldman
It could be good I was hoping to binge it as my apple subscription is running out. But im not willing to pay for Apple+ just for this show
Its definitely geared toward a British audience and Americans may have a hard time understanding some of the slang or heavy accents.Of course the bad guys are white kidnapping a poor Britain with Pakistani heritage to do a recreation of the old ISIS videos .So make no mistake they got their woke on. Im guessing all the bad guys will be white and all the good guys will be mixed race Britons who blame white supremist on Brexit.",IMDB,Seems familiar,6.0
"Surrounded by losers misfits and boozers! Lol. I really like this. I've never liked Oldman but he's really good in this! Jagger wrote the song for this and it makes me excited to watch! Love the dong! This season's confusing but exciting and interesting. I didn't like season 1 at first but in the end kept with it and really liked it. I was happy when I heard there would be a second season. So far I've watched all the episodes that have aired to date and am really enjoying it. Lets hope the remaining episodes will be as good! I live for the opening. "" Your finished you're foolish you failed!"" Lol!",IMDB,Season 2,8.0
"This WAS great I loved it, couldn't wait for session 3... but session 3 episode 3 started to show signs of idiotic characters from a bad heavies goons movie (namely the 2 dogs in HQ). Plus the plot holes are now enormous and inplausible. Did they start to accommodate the USA audience, with slap-stick crazy in episode 4? This was just unbelievably stupid... The story is 'sort of' still there, but the new goon charaters are simply dumb.Such a shame - if episode 5 is the same this series is dead or in serious trouble. Shame, shame shame.56 more characters to tell you the story now is silly, ok reached.",IMDB,what happened after session 3 ep 3?,6.0
"What is Oldman doing in this rubbish, playing an unwashed old tramp who farts and belches in an attempt to tease out the schoolboy toilet humour. That sort of stuff is so old hat, I am surprised Oldman who has been in so many well written parts, didn't tell the writers to bin it!! The plots so predictable, the writing is all over the place. The characters have become unllikeable and unbelievable to the point of hoping they would all do away with themselves and it would end. These slow horse agents always making stupid decisions and mistakes, more like slow donkeys.Looking forward to watching Alec Guinness and a cast of great actors in 'Tinker Tailor' again, maybe Gary and the writers should too.",IMDB,"Awful, predictable and boring.",3.0
"I have just watched the entire 3 seasons for the third time and am convinced there is not a better TV spy series from any country at any time than the Apple TV offering of ""Slow Horses.""Loved the first two seasons unreservedly. Season 3 disappointed me upon first viewing, as there was so much more blood and violence and noise noise noise! But I later went back to see if I would like it better, knowing when to preemptively mute the blazing rifles (""it's not a gun; it's a rifle"") and upon my third watch, I was no longer startled when all the noise started again, although I did have to lower the volume each time.The theme song ""Strange Game"" is also the best ever. I have not been so impressed by Mick Jagger since his earliest efforts in the 1960's. I refuse to skip either the intro or the credits, just to hear the song.Not only is Gary Oldman always incredible in the lead, but all of the actors are excellent. His slow horse crew have become lovable losers and when they are hurt.... well, I am always rooting for them, even when some of them are pitiful or mean or crazy or full of themselves. Just plain love this show. Even the villains are great.",IMDB,Best all around tv spy series,10.0
"This show is everything TV should be. An absolute breath of fresh air after all the Hollywood bilge of recent years.Hollywood: take note. THIS is how you write ""strong women"" and interesting characters. The writing is great. And of course, it takes the Brits to lead the way. Brits doing Britain are in their prime. (Just keep them away from trying to write anything about Australia).Gary Oldman is absolutely brilliant. His acting is unparalleled. His character (Lamb) is gross, but loveable. A rambling mess, but a canny strategust. There are no flies on Lamb.The other characters in the shoe are equally brilliant. Fantastic acting all round.The only thing I'd say is that character development means a slightly start slow. So give it three episodes before you call it quits.More TV like this please!",IMDB,Best Series in Years,10.0
"Just finished season 2. I've been mostly watching Eastern European and Nordic detective shows lately because everything else freaking blows. So when a friend recommended this one, I was very skeptical! But, I was honor bound to check it out.Thank gawd I did. It opens with Mick doing the theme! Then I knew Oldman was in it, but got a bonus with Jonathan Pryce! I was hooked.The first season played like a La Carre styled story with even Pryce mentioning Smiley at the end! Well, dang!So I kept on watching. Season 2 started out goofy with new team members, etc. The usual second season changes in this sort of show. But the story continued to engage, plus acting, directing and overall style remained; which kept me watching intently.In fact, I haven't ""binged"" on a tv show in over ten years, but I found myself unable to watch just one. I kept my cool and never watched more than three in a row, but it was hard to not keep going!Fantastic show for those that are tired of overblown ridiculous superheroes and magical detectives that seem to permeate a lot of the recent wave of tv shows not only just in Murica but everywhere. Fresh and real (despite some overblown story elements).",IMDB,absolutely must see tv,9.0
"One of my favorite podcasters (Laura Richards from True Crime profile) gave this a rec in an episode. I'd never heard of it, and Brit productions aren't always my cup of tea, but this show is fantastic! We've loved it pretty much from the first episode. The characters are really well developed, the actors are amazing and perfectly cast (especially Jackson, Diana and Big Rod - everyone in it is great though); sometimes it is a tad predictable but not ridiculously so. It has a lot of humor, without being over the top, and unexpected plot twists. Right now it's the only thing keeping us subscribed to Apple TV - here's hoping season 4 comes out SOON! If not, we'll probably do a rewatch because the show is that good! Usually in a series there are one or two turkey episodes that are throwaways, but not here.",IMDB,"Interesting characters, outstanding writing and acting",10.0
"Absolutely loved this show and it hasn't dropped its standards over the 3 seasons so far, it's actually gotten better. Must watch show! Acting is superb from everyone and the plots are so good, not predictable like so many others. In a time where TV shows are better than movies this series definitely stands out from the crowd for me. Love Gary Oldman as Jackson Lamb, plays the character perfectly from his sarcastic humour to his cunning methods and surprises...
I also love that the show has such good material that they didn't need many big name actors to attract attention. Apple have had a good few shows out in recent times that I've liked but this is definitely their best so far.",IMDB,Brilliant! Especially Jackson Lamb,9.0
"I'm two seasons down (apologies for not signing up to Apple sooner, even though it has its many faults).This is genius.You know when you used to go into old pubs and they smelled of stale lamb chops? I imagine that's what Lamb smells like. Stale booze, stale fag smoke, some weird lamb chop smell. And not because his name is Lamb, actually maybe that's why his name is Lamb?Gary Oldman is absolutely stellar. I hope he brushes his teeth in real life.The rest of the cast are on point too.The stories are far-fetched enough to have you going, what? But realistic enough for you to think, well, yeah. And it's all fun and exciting. Except for the characters who die, obviously.Get watching this if you haven't already.",IMDB,Solid,10.0
"Have seen lots of shows like this over the years and its the same thing different day. Usual deal where some terrorist has a bomb and a team of misfits are sent to stop them.If watching this type of stuff is your thing then watch the series "" 24 "" instead its much better.",IMDB,"Slow, uninteresting and done before.",6.0
"Didn't care much for the book, but this series was brilliant. God plot and writing. Excellent acting. Excellent casting. It's not le Carre, nothing elegant about it with his intelligent players. Not Oldman as Smiley in disguise. This lot is bunch of dirty, failed, spies. Some not that clever. A tragic menagerie but also interesting. You would think that Oldman should totally dominate the show, but others got to shine too. Thankfully! Looking forward to season 2.",IMDB,Brilliant.,9.0
"Interesting start but side character cheese was foul and took away from the main plot. So much cringe dialogue I almost gave up and perhaps should have, a 6 is generous... I really wanted this to be better.",IMDB,typical 'meh' British crime drama,6.0
"Gary Oldman is truly one of the all time great actors, always on top of his game in every role, no matter the movie. Doesn't matter if the script is bad, or the plot is off, Gary delivers, always has, always will. Or did we just turn the tide on that one?This series starts off OK, the mystery keeps the plot going through the first two episodes. The tension is there, and you are a bit on the edge of your seat wondering where this is going. But then, half way past episode 3, you really start to notice that this plot is absolutely improbable.When i was done with episode 4, i was shaking my head in disbelief, and after episode 5 i was almost puking. This show makes every mistake known to man, except actually putting ""academy award winner Gary Oldman"" on the poster.The script is terrible, the characters are stereotypical, the plot completely off rails, the story is predictable and lazy, the editing is uninspired, the directing is completely by the book.By episode 5, Oldman is trying his best to keep his character plausible and relevant in this rather impossible plot, but you can clearly see he isn't up for the task, and that's saying something, when we are talking about one of the greatest character actors that has ever lived.I really wished this show was great, but instead it's simply bad. Two first episodes felt like a 7/10, it wasn't great, but it wasn't bad either, it was good, and i hoped it with start to climb as the plot thickened. But instead it all falls apart and goes downhill with impossible plot twists, bad writing, countless clichés , and the show just tumbles over the edge and gains momentum into the abyss.The writers of this show thought that creating an endless amount of coincidences could make their story plausible, they were wrong.3/10 - Bad.",IMDB,"Starts off ok, then it's downhill",3.0
"Gary Oldman is brilliant in everything he does and he shines in this series about an outcast bunch of spooks working in a derelict building in London.The storylines are great, with a deep, unpredictable, twisting plot filmed well and acted well by everyone.The story covers an infrequently covered topic - MI5 and their shenanigans, more often than not putting internal politics ahead of the health and safety of the British public.Locations are lovely as well: beautiful hotels, houses, corporate meeting rooms, lovely Cotswold villages as well as seedy restaurants and office buildings.This is classic British TV with a feast of a plot and a light tasting of car chases, special effects and sex, rather than the reverse typically exported from across the Pond.",IMDB,Outstanding Spook series,9.0
I had plans for today being my day off and that all went to hell after watching the first episode. Gary Oldman is great and never seems to peak with each new project. His supporting cast hold their own with the best of them. Great spy story that's not dry and typical but has a real human element from all the characters. Good and bad.,IMDB,Marathon after first episode,10.0
"The pace and story line of this series is so good, it clips along as a good movie.Spies, good guys, bad guys - who is who? Who owes a favour? Was your friend still a friend?Gary Oldman is fabulous as this tatty, grubby, seemingly washed up head of the dregs that have fallen from grace from the great British espy institution for some reason or another.The characters are well developed with a very good cast.Most enjoyable are edge-of-the-seat moments and not so predictable outcomes.One of the best crime series in a long time. Oldman deserves more accolades for his performance. The show runners have done a good job on this one.",IMDB,Gary Oldman at His Finest,10.0
"Brilliant.Best thing I have seen in years from a spy perspective.As strong in the writing, as in the acting, as in the character arcs.Even the unknowns add their touch to this, each episode raises the bar.A shame to see one of m6 favs bow out at end of S1, but was replaced by an equally talented repalcement, shim more than stood up and filled the bill admirably.Gary Oldman, have seen him in everything from the Batman movies and even Lost in Space, never fails to impress and his portrayal of a Jackson Lamb is a sight to behold, and smell apparently.British does television best. Take note America.",IMDB,"Brilliant, writing, acting, directing",9.0
"I love the clever clogs who just know everything. They are out in force here. Political preaching? Don't hear it. Been done before? Well, I've not seen it.Do yourself a favour and watch this excellent adaptation. It's dark, funny, gritty, well acted and gripping. Gary Oldman and Kristin Scott-Thomas are tip top. They are well supported and it's nice to get away from James Bond and Spooks. I'm up for the next series and I'll watch it before I let this lot try to put me off.",IMDB,Ignore the Know-It-Alls,8.0
"Just finished washing the first series of episodes where Gary Oldman plays the worst pain in the arse spy boss anyone could ever have, with utter contempt for everyone who gets closer than 3 m. But because everybody is used to cutting everyone else down, nobody cares about being rundown by him or anyone else in the cast off spy group he runs. Apart from the dumbing down of everyone, it is a surprisingly good realistic story about British nationalism, race hatred and espionage secrets that could take down the highest of people running the country.Now and then there are a couple of blips in the storyline and action scenes, but because everything else has put together so good, it's quickly forgotten.Can't wait to start watching the rest of the series.",IMDB,Top of the range series,10.0
"Slow Horses has a sold cast, so much talent. Gary Oldman shines as an outrageous has-been spy.... or so you think. I like the action and the humor. Good range of characters. There are many story twists in the first three episodes. Looking forward to seeing more.",IMDB,Great start to Slow Horses,7.0
"This stellar drama thriller, starring some high class actors, is definitely deserving of all the praise it has gotten.I have watched a vast number of films and TV shows from all countries and eras, but this is most definitely one of the better. For very good reason.The script is definitely beautiful, accompined by some stellar acting. Everyone gives it their all, providing a vast range, both humour and drama, and suspense. As one would expect from such a great cast, of course.The cinematography, cutting and editing is splendid, and it is all around very beautifully put together.Overall, a highly suspenseful, incredibly well acted and written show.Very much recommended!",IMDB,Incredibly well written and suspensful,9.0
"In season one, this bunch of castoff spooks find themselves dragged into a kidnapping plot and then in a battle to save themselves from being ""burned""What could have been a great movie, with a stellar cast, turns out to be contrived, with a plot full-of-holes.",IMDB,An A-List Cast in a B-List Spy Story,6.0
"Picked this up for Gary Oldman who still delivers. I think that was the intent with the promotion because you couldn't make the main character interesting even with a highly edited trailer. Seriously, go look up the one where it's all the actors talking about the show. As the clearly the main character who gets by far the most screen time, he is the fourth talk and tied for least time in the promo with the third tier characters which is entirely praising Gary Oldman and saying nothing about show. It's like they all know he is untenable but keep pushing through anyway. Just bizarre.The main protagonist, though you wouldn't know it from the promos, is an incompetent, pissy child with delusions of grandeur who, were he a real life person, would be universally loathed by all who interacted with him instead of anemically hated by one or two as he is in the show. Entirely impossible to get behind. This would be bad enough but then the writers distort the reality of the show to justify his delusions and try to make him believable as a mistreated, under-appreciated yet secretly talented MI5 agent only to further compound their ridiculousness in trying to do so.What's more is in the reality warping they assume audience members are similarly stupid as the characters they write and won't be able to remember what they saw five minutes ago or what we all know from life in general. Examples to follow.In the first seen he is running through an airport after an unaware target. If he had ran silently through the ample spaces around everyone he observably would have caught up the target but instead he pushes and runs into everyone he can like he is a 2d video game character who can't access the 3rd dimension while screaming ""Move! Move! Move!"" This alerts the target who then also begins to run so that the protagonist does not catch up with target as he certainly should have.This like a spy does, right?Super loud and obvious.Yet after showing you this profound idiocy they play it off like he was the victim of another agent's scheming which at best was a necessary but insufficient for the protagonist to fail.A little while later he shorts an electrical safe box by wrapping a wet cloth around his hand and prying at it. Let's pretend for the moment water could short the lock as shown and further pretend that shorting the lock would open it, but why in God's name would he need to use the water to conduct the current directly into his hand for an electrical burn?This is like spy tech is built right?Easily circumvented for the cost of a shock to the hand (provided you are real ignorant and don't know who to accomplish the exact same effect without pointlessly injuring yourself).But again the show acts like this is a standard practice for getting into such boxes as everyone instantly recognizes precisely how he hurt his hand. This is made even more inane by the creatives because there is nothing visible on his hand so that they are either miming what should be a visible burn like an improv group pretending they see something or similarly pretending there is something in the way he uses his hand that overtly betrays an injury.Then a right wing group kidnaps someone. The protagonist starts with, ""Hey, this guy that we were monitoring was part of a different right wing group. Bet they are connected."" Which is like learning the Twins going the World Series and assuming explicitly because of that that the Astros are also going because they are also a baseball team.This is like spies do right?Free association and wild conjecture.But yet again the show warps its universe so that he is crack on.I would say this is the worst and most absurd British suspense series that I have ever seen, but I did see the Bodyguard on Netflix which is deliberately incoherent whereas Slow Horses is just stupid and lazy.If you watch it as an absurdist dark comedy it is serviceable, hence 4 stars. But it was billed and reviewed as a Spy Drama as which it completely fails.",IMDB,Slow being the operative word. As in the main character. (spoilers are only for the first episode but emblematic of the rest)),4.0
"Very good spy drama with echos of John le Carré, The Smiley role is taken by Gary Oldman's character played as foul slob rather than english gent, he is very good in the role, and whilst it never gets to the cerebral challenge of the John le Carré novels, its far easier to join the dots, its still quite good drama, where it does fail a bit for me is that it goes a bit A team in the end, with ineffectual automatic weapons fire and explosions with characters wearing plot armour. Lambs seeming omnipotence sometimes stretches credibility, Looking forward to S4 though and hoping its not going to be doing any shark jumping.",IMDB,Bingeable brit Spy drama,8.0
"I don't think I've ever given a television series a 10 before, but this series has earned it. I'm just 30 minutes into the first episode and I am completely blown away with the skill of the author AND the of actors. WOW!A series starring Gary Oldman and Jack Lowden (not to mention Kristin Scott Thomas) should be good. And it lives up to the hype. The intrigue, pacing, and dialogue all raise the bar for what television can be.This is not a series that you can watch passively. You MUST pay attention. There's a lot of moving parts. And it's best to pay attention to all of them. SLOW HORSES, the television series is so good, I feel compelled to read the books. And that's saying something!!!Mick Herron, here I come.",IMDB,Holy Ship (and I didn't mean 'ship')!!!,10.0
"I now live in Australia and don't keep up with too many British shows sadly. Due to my wonderful Scottish neighbour suggesting a few things of late I also stumbled upon this gem. Wow I had some LOL moments.Oh by the way I'm only up to S2 E2 as of now, Feb 2024. Had a big laugh at a certain funeral ( forgive me ) when they played his ''favourite song''. Haha. And my goodness us Brits just have the best sarcasm, something that is often seen as offensive in other countries and something that I have probably toned down after 30 years here. I mean it never fully leaves you of course.I think I'm going to start watching a lot more British shows in the foreseeable future that's for sure. And I have been a fan of Gary Oldman for decades, and what a part he plays in this. So refreshing to see such great acting that leads you to kinda forget that they're actors acting. Anyway, looking forward to the rest and thank goodness they kept making more and more.",IMDB,So glad I found this.,10.0
"Everything about this series is a relief.A relief because I am not watching while wondering why they cast this person, why the writing is questionable, why the dialog doesn't make sense, etc., etc.It is quick, it is timely, it is hilarious - yet, in its own way, serious.I am a fan of espionage and intelligence stories, unfortunately I find most to be a bit too common in their grasp of the politics. It has been awhile since I finished the third season, and there may have been a few references to Cold War politics, anti-Russia stuff, that were a bit naive, but I guess they have to appeal to everyone. Whatever they were, they weren't so bad that I can recall what they were.The production hits the mark on every level as far as I am concerned. It keeps me interested, it doesn't overdo suspense with gimmicks, and, it makes me laugh outloud.The theme song: goes without saying.",IMDB,"Really, the best.",10.0
"I would wager the low reviews here are from people who haven't read the books. So far, two episodes in, this is a fairly faithful adaptation, and brilliantly cast. The inside of Sough House is exactly how I'd pictured it. I can't wait for the next episode.",IMDB,True to the book,10.0
"In my reviews here, I have many times pointed out the extraordinary number of fresh series that deliver the goods in S01 and then run dry by the end of S02. In other words, the producers welcomed the cash flow from the renewal, but were plain out of ideas. My guess is that over 70% of all streaming series suffer from this fate. The good news is that SLOW HORSES is not one of them. While the casting and production value of the series is great, the writing here is truly EXTRAORDINARY. Did the writing hold up for the second season? READ THE ROOM! -- to quote a killer line of dialog from S01 -- yes it did. Easily one of the best series in the history of streaming and I fully intend to put it on the appropriate IMDb list. ((Designated ""IMDb Top Reviewer."" Please check out my list ""167+ Nearly-Perfect Movies (with the occasional Anime or TV miniseries) you can/should see again and again (1932 to the present))",IMDB,Yes indeed -- Quality held in S02,9.0
"It's a drag that this collection of talent is messed by weak writing with Swiss cheese holes in the end of the 2nd season.Oldman and Thomas, as expected, are both strong in the parts. Though Oldman does have a meatier part.His subtlety is just so great to watch.The standout surprises are Saskia Reeves, who has been around for some time, though I'd not heard of her on these shores.And Rosalind Eleazer. She steals scene with just her eye reactions. Her focus is that what you'd expect from a spy.S02E4 has a weak ending that is carried into and thru E06. Still very watchable, but I hope things tighten up for next season.Music is in the background where it should be and no pop songs, unlike the irritation of Alias.",IMDB,started off so strong,7.0
"Season 1 was good and the cast excellent. Season 2 dropped fractionally but only in plot.. Season 3 is back at to excellent.When you know you have a cast of the quality of Slow Horses you'd hope that the writing, directing and production live up to their talent. Slow Horses does not disappoint.Taken from the books (written by Mick Herron) this follows a group of 'misfits' from the UK's Intelligence Services, each of whom has been sidelined into dead-end roles for various individual 'mis-deeds'. Based in the forgotten Slough House (hence Slow Horses) and led by their jaded and politically incorrect 'old-hand', Jackson Lamb (played excellently by Gary Oldman) these misfits find themselves at the heart of various plots and political power-plays, usually where they are the expendable pawns.Great acting by all, good characterisation and production values, with compelling, witty and unconventional script and storylines. This is a genuinely enjoyable watch, and the sadness is that Herron only wrote 6 (from memory) books! Sad face.",IMDB,"Excellent, witty and enjoyable adaptation of the equally good books.",10.0
"Overall, I enjoyed this - but the plot and actions of MI5, the ""slow horses"" and the terrorists started to become a little silly in the final two episodes.Oldman was great, but some of the comedic aspects between the other group members felt misplaced. The scene where they ran out of petrol, for instance, was just ridiculous.When it played it more serious, especially around the shady shenanigans of MI5, it was pretty strong and hopefully this might be explored more in the 2nd season (which looks like it was filmed back to back)",IMDB,Worth watching for Oldman on his own,7.0
